anime name,name,Birthday,Age,Gender,Blood Type,Height,category
Ouran Koukou Host Club,Éclair Tonnerre,,,Female,,,fictional
Ouran Koukou Host Club,Ritsu Kasanoda,,,,,,fictional
Ouran Koukou Host Club,Tetsuya Sendou,,,,,,fictional
Ouran Koukou Host Club,Kazukiyo Souga,,,Male,,,fictional
Ouran Koukou Host Club,Momoka Kurakano,,,,,,fictional
Ouran Koukou Host Club,Akita Komatsuzawa,,,,,,fictional
Ouran Koukou Host Club,Yabu,,,,,,fictional
Ouran Koukou Host Club,Isao Sonoda,,,,,,fictional
Ouran Koukou Host Club,Shima Maezono,,82,,,,fictional
Ouran Koukou Host Club,Chikage Ukyou,,,Male,,,fictional
Tenkuu no Shiro Laputa,Sheeta,,13,Female,,,fictional
Tenkuu no Shiro Laputa,Dola,,60,Female,,,fictional
Tenkuu no Shiro Laputa,Muska,,33,Male,,,fictional
Tenkuu no Shiro Laputa,Mouro Shougun,,,Male,,,fictional
Tenkuu no Shiro Laputa,Charles,,,Male,,,fictional
Tenkuu no Shiro Laputa,Lui,,30,Male,,,fictional
Tenkuu no Shiro Laputa,Pom Jii-san,,,Male,,,fictional
Tenkuu no Shiro Laputa,Henri,,,,,,fictional
Tenkuu no Shiro Laputa,Duffy Oyakata,,,Male,,,fictional
Tenkuu no Shiro Laputa,Okami-san,,,Female,,,fictional
Tenkuu no Shiro Laputa,Motro,,,Male,,,fictional
Tenkuu no Shiro Laputa,Keiben Tetsudou no Kikanshi,,,Male,,,fictional
Initial D SECOND STAGE,Wataru Akiyama,,,,,,fictional
Initial D SECOND STAGE,Kazumi Akiyama,,,,,,fictional
Golden Kamuy 4th Season,Kiichirou Wakayama,,,,,,fictional
Golden Kamuy 4th Season,Fusatarou Oosawa,,,,,,fictional
Golden Kamuy 4th Season,Mokutarou Kikuta,,,Male,,,fictional
Golden Kamuy 4th Season,Rikimatsu Ariko,,,Male,,185,fictional
Golden Kamuy 4th Season,Waichirou Sekiya,,,,,,fictional
Golden Kamuy 4th Season,Keiji Ueji,,,Male,,,fictional
Golden Kamuy 4th Season,Takubou Ishikawa,,,Male,,,fictional
Little Busters Refrain,Riki Naoe,Jan 17,,Male,,166,fictional
Little Busters Refrain,Yuiko Kurugaya,Mar 13,,Female,,170,fictional
Little Busters Refrain,Kyousuke Natsume,May 4,,Male,,174,fictional
Little Busters Refrain,Masato Inohara,Nov 6,,Male,,183,fictional
Little Busters Refrain,Kengo Miyazawa,Apr 30,,Male,,180,fictional
Little Busters Refrain,Rin Natsume,Sep 2,,Female,,153,fictional
Little Busters Refrain,Komari Kamikita,Apr 5,,Female,,159,fictional
Little Busters Refrain,Haruka Saigusa,Oct 13,,Female,,163,fictional
Little Busters Refrain,Kudryavka Noumi,Jun 12,15-16,Female,,145,fictional
Little Busters Refrain,Mio Nishizono,Aug 22,,Female,,153,fictional
Little Busters Refrain,Kanata Futaki,Oct 13,,Female,,163,fictional
Little Busters Refrain,Miyuki Koshiki,,,Female,,,fictional
Little Busters Refrain,Takamiya,,,,,,fictional
Little Busters Refrain,Katsusawa,,,,,,fictional
Little Busters Refrain,Suginami Mutsumi,,,Female,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Jinta Yadomi,Apr 16,15-16,Male,B,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Meiko Honma,Sep 18,,Female,A,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Naruko Anjou,,,Female,,165,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Atsumu Matsuyuki,,,,,181,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Chiriko Tsurumi,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Tetsudo Hisakawa,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Mother Anjou,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Irene Honma,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Manabu Honma,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Satoshi Honma,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Atsushi Yadomi,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Touko Yadomi,,,,,,fictional
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,Minako,,,,,,fictional
Nodame Cantabile Finale,Shinichi Chiaki,"Feb 17, 1981",,Male,O,,fictional
Nodame Cantabile Finale,Megumi Noda,"Sep 10, 1981",,Female,B,,fictional
Nodame Cantabile Finale,Yasunori Kuroki,Nov 13,,Male,,,fictional
Nodame Cantabile Finale,Franz von Stresemann,Jun 3,,Male,,,fictional
Nodame Cantabile Finale,Frank Latoine,,,,,,fictional
Nodame Cantabile Finale,Tatiana Vishneva,,,,,,fictional
Nodame Cantabile Finale,Rui Son,,,,,,fictional
Nodame Cantabile Finale,Sebastiano Viella,Jan 23,,Male,,,fictional
Nodame Cantabile Finale,Jean Donnadieu,May 14,,Male,,,fictional
Nodame Cantabile Finale,Charles Auclair,May 9,,Male,,,fictional
Nodame Cantabile Finale,Yunlong Li,,,,,,fictional
Nodame Cantabile Finale,Masayuki Chiaki,,,,,,fictional
Nodame Cantabile Finale,Lucas Beaudry,,,,,,fictional
Nodame Cantabile Finale,Katsuhiro Osada,,,,,,fictional
Nodame Cantabile Finale,Paul Dubois,,,,,,fictional
Nodame Cantabile Finale,Roland Chevalier,,,,,,fictional
Nodame Cantabile Finale,Theo,,,,,,fictional
Nodame Cantabile Finale,Hajime Katahira,,,,,,fictional
Nodame Cantabile Finale,Takehiko Miyoshi,,,,,,fictional
Nodame Cantabile Finale,Toshihiko Miyoshi,,,,,,fictional
Nodame Cantabile Finale,Makiko Tanaka,,,,,,fictional
Nodame Cantabile Finale,Nina Lutz,,,,,,fictional
GHOST IN THE SHELL Koukaku Kidoutai,Project 2501,,,,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kiyotaka Ayanokouji,Oct 20,16-17,Male,,176,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Suzune Horikita,Feb 15,15-16,Female,,156,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kei Karuizawa,Mar 8,16,Female,,154,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kakeru Ryuuen,Oct 20,16,Male,,173,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kikyou Kushida,Jan 23,17,Female,,155,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Airi Sakura,Oct 15,16,Female,,153,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Honami Ichinose,Jul 20,17,Female,,159,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Sae Chabashira,May 20,26,Female,,160,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Yousuke Hirata,Sep 1,16,Male,,174,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Manabu Horikita,Apr 24,18-19,Male,,178,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Arisu Sakayanagi,Mar 12,16,Female,,150,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Rokusuke Kouenji,Apr 3,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Haruka Hasebe,Nov 5,16,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Hiyori Shiina,Jan 21,16,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Maya Satou,Feb 28,16,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Teruhiko Yukimura,Jul 11,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Mio Ibuki,Jul 27,,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Chiaki Matsushita,Apr 25,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Akane Tachibana,May 6,19,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Satsuki Shinohara,Jun 21,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Masumi Kamuro,Feb 20,16-17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Chie Hoshinomiya,Feb 1,29-30,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Miyabi Nagumo,,,Male,,178,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Ryuuji Kanzaki,Dec 5,16,Male,,174,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Haruki Yamauchi,May 30,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Akito Miyake,Jul 13,17,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Ken Sudou,Oct 5,16,Male,,183,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kouhei Katsuragi,Aug 29,16,Male,,180,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Masayoshi Hashimoto,Apr 24,17,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Tomonari Mashima,Feb 16,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Albert Yamada,Jan 16,16,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Mei-Yu Wang,Aug 21,16,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kanji Ike,Jun 16,17,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Yahiko Totsuka,May 12,17,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kayano Onodera,Jul 1,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kokoro Inogashira,Aug 24,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Hideo Sotomura,Jan 1,17,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Nene Mori,,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kouji Machida,,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Nanami Yabu,,,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Shiho Manabe,,,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Tetsuya Hamaguchi,,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Saki Yamashita,,,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Minori Kinoshita,,17,Female,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Narumori Sakayanagi,,,Male,,,fictional
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Atsuomi Ayanokouji,,,Male,,,fictional
No Game No Life Zero,Schwi Dola,,,,,,fictional
No Game No Life Zero,Riku Dola,,,,,,fictional
No Game No Life Zero,Couronna Dola,,,,,,fictional
No Game No Life Zero,Stephanie Dola,Sep 13,18,Female,,,fictional
No Game No Life Zero,Jibril,,6407,Female,,,fictional
No Game No Life Zero,Izuna Hatsuse,,8,Female,,,fictional
No Game No Life Zero,Tet,,6000+,Male,,,fictional
No Game No Life Zero,Nonna Zell,,,,,,fictional
No Game No Life Zero,Think Nirvalen,,,Female,,,fictional
No Game No Life Zero,Azriel,,,,,,fictional
No Game No Life Zero,Ivan Zell,,,,,,fictional
No Game No Life Zero,Einzig,,6000+,Male,,,fictional
No Game No Life Zero,Artosh,,,,,,fictional
No Game No Life Zero,Nina Clive,,300+,Male,,,fictional
No Game No Life Zero,Raphael,,,,,,fictional
Boku no Hero Academia 2,Mei Hatsume,Apr 18,16,Female,O,157,fictional
Boku no Hero Academia 2,Mashirao Ojiro,May 28,15-16,Male,O,169,fictional
Boku no Hero Academia 2,Sirius,,,,,,fictional
Boku no Hero Academia 2,Neito Monoma,May 13,,Male,A,,fictional
Boku no Hero Academia 2,Tensei Iida,,,,,,fictional
Boku no Hero Academia 2,Kurogiri,,Unknown,Male,,,fictional
Boku no Hero Academia 2,Ryou Inui,,,,,,fictional
Boku no Hero Academia 2,Yui Kodai,Dec 19,,Female,,,fictional
Boku no Hero Academia 2,Sen Kaibara,Jun 12,15,Male,,172,fictional
Boku no Hero Academia 2,Gunhead,May 7,,Male,,,fictional
Boku no Hero Academia 2,Sekijiro Kan,,,,,,fictional
Boku no Hero Academia 2,Kousei Tsuburaba,May 19,15,Male,,170,fictional
Boku no Hero Academia 2,Manga Fukidashi,Feb 2,,Male,,,fictional
Boku no Hero Academia 2,Yosetsu Awase,,,Male,,,fictional
Boku no Hero Academia 2,Hiryu Rin,Jul 14,15-16,Male,A,170,fictional
Boku no Hero Academia 2,Kojiro Bondo,,,,,,fictional
Boku no Hero Academia 2,Uwabami,,,,,,fictional
Boku no Hero Academia 2,Innsmouth,,,,,,fictional
Boku no Hero Academia 2,Higari Maijima,,,Male,,,fictional
Boku no Hero Academia 2,Kenji Tsuragamae,,,,,,fictional
Boku no Hero Academia 2,Native,,,,,,fictional
Boku no Hero Academia 2,Togaru Kamakiri,Jan 7,15,Male,A,158,fictional
Kingdom 2nd Season,Xiang,,,,,,fictional
Kingdom 2nd Season,Hu Lun,,,,,,fictional
Kingdom 2nd Season,Po Lian,,,,,,fictional
Kingdom 2nd Season,Xia Zi,,,,,,fictional
Danshi Koukousei no Nichijou,Tadakuni,,15-16,Male,,170,fictional
Danshi Koukousei no Nichijou,Hidenori Tabata,,15-16,,,175,fictional
Danshi Koukousei no Nichijou,Yoshitake Tanaka,,15-16,,,172,fictional
Danshi Koukousei no Nichijou,Motoharu,,16-17,,,,fictional
Danshi Koukousei no Nichijou,Toshiyuki Karasawa,,,,,,fictional
Danshi Koukousei no Nichijou,Nago-san,,,,,,fictional
Danshi Koukousei no Nichijou,Yasunori,,,,,,fictional
Danshi Koukousei no Nichijou,Tadakuni's sister,,,,,,fictional
Danshi Koukousei no Nichijou,Ringo-chan,,,,,,fictional
Danshi Koukousei no Nichijou,Fukukaichou,,,Male,,,fictional
Danshi Koukousei no Nichijou,President,,,,,,fictional
Danshi Koukousei no Nichijou,Habara,,,,,,fictional
Danshi Koukousei no Nichijou,Ikushima,,,,,,fictional
Danshi Koukousei no Nichijou,Yoshitake no Ane,,,Female,,,fictional
Danshi Koukousei no Nichijou,Mino,,,,,,fictional
Danshi Koukousei no Nichijou,Principal,,,,,,fictional
Danshi Koukousei no Nichijou,Yukana,,,,,,fictional
Danshi Koukousei no Nichijou,Kyuuseishu,,,,,,fictional
Danshi Koukousei no Nichijou,Kiyotaka,,,,,,fictional
Danshi Koukousei no Nichijou,Takahiro Matsumoto,,,,,,fictional
Danshi Koukousei no Nichijou,Megane,,,,,,fictional
Danshi Koukousei no Nichijou,Chapatsu,,,,,,fictional
Danshi Koukousei no Nichijou,Yuusuke Tabata,,,,,,fictional
Danshi Koukousei no Nichijou,Kiyohiko,,,,,,fictional
Danshi Koukousei no Nichijou,Father Tabata,,,,,,fictional
Danshi Koukousei no Nichijou,Takahiro's friend,,,,,,fictional
Danshi Koukousei no Nichijou,Bully,,,,,,fictional
Danshi Koukousei no Nichijou,Girl who's looking for her dog,,,,,,fictional
Danshi Koukousei no Nichijou,Vice President,,,,,,fictional
Danshi Koukousei no Nichijou,Rinka no Joshikousei,,,Female,,,fictional
Danshi Koukousei no Nichijou,Kiyotaka's Little Sister,,,,,,fictional
Danshi Koukousei no Nichijou,Over Self-Conscious Woman,,,,,,fictional
Major S3,Ichiro Yamada,,,,,,fictional
Major S3,Egashira Tetsufumi,,,,,,fictional
Major S3,Ayane Suzuki,,,,,,fictional
Major S3,Shuuichi Kashimoto,,,,,,fictional
BLACK LAGOON The Second Barrage,Revy,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Rokuro Okajima,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Dutch,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Benny,,,,,,fictional
BLACK LAGOON The Second Barrage,Balalaika,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Bai Ji-Shin Chang,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Lotton,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Hänsel,,,,,,fictional
BLACK LAGOON The Second Barrage,Frederica Sawyer,,,,,,fictional
BLACK LAGOON The Second Barrage,Shenhua,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Ginji Matsuzaki,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Bao,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Janet Bhai,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Yolanda,,,,,,fictional
BLACK LAGOON The Second Barrage,Yukio Washimine,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Verrocchio,,,,,,fictional
BLACK LAGOON The Second Barrage,Abrego,,,,,,fictional
BLACK LAGOON The Second Barrage,Russel,,,,,,fictional
BLACK LAGOON The Second Barrage,Claude Weaver,,,,,,fictional
BLACK LAGOON The Second Barrage,Boris,,,,,,fictional
BLACK LAGOON The Second Barrage,Sakharov,,,,,,fictional
BLACK LAGOON The Second Barrage,Polansky,,,,,,fictional
BLACK LAGOON The Second Barrage,Tsugio Bandou,,,Male,,,fictional
BLACK LAGOON The Second Barrage,Yoshibo,,,Female,,,fictional
BLACK LAGOON The Second Barrage,Mamicchi,,,Female,,,fictional
Hajime no Ippo Champion Road,Kazuki Sanada,,,,,,fictional
Hajime no Ippo Champion Road,Dankichi Hama,,,,,,fictional
BECK,Yoshiyuki Taira,,,,,,fictional
BECK,Yukio Tanaka,,,,,,fictional
BECK,Maho Minami,,14,Female,,,fictional
BECK,Ryusuke Minami,,,,,,fictional
BECK,Yuji Sakurai,,,,,,fictional
BECK,Tsunemi Chiba,,,,,,fictional
BECK,Kenichi Saitou,,,,,,fictional
BECK,Izumi Ishiguro,,,,,,fictional
BECK,Momoko Ogasawara,,,Female,,,fictional
BECK,Eiji Kimura,,,Male,,,fictional
BECK,Eddie Lee,,,,,,fictional
BECK,Masaru Hyodou,,,Male,,,fictional
BECK,Rikiya Kitazawa,,,,,,fictional
BECK,Yoshito Morozumi,,,,,,fictional
BECK,Manabu Miyazawa,,,,,,fictional
BECK,Matt Reed,,,,,,fictional
BECK,Hiromi Masuoka,,,Male,,,fictional
BECK,Kazuo Satou,,,Female,,,fictional
BECK,Page,,,,,,fictional
BECK,Beck,,,,,,fictional
BECK,Leon Sykes,,,,,,fictional
Overlord IV,Shalltear Bloodfallen,,,Female,,,fictional
Overlord IV,Albedo,,,Female,,,fictional
Overlord IV,Demiurge,,,Male,,,fictional
Overlord IV,Mare Bello Fiore,,,Male,,,fictional
Overlord IV,Aura Bella Fiora,,,Female,,,fictional
Overlord IV,Cocytus,,,,,,fictional
Overlord IV,Narberal Gamma,,,Female,,,fictional
Overlord IV,Pandora's Actor,,,Male,,,fictional
Overlord IV,Sebas Tian,,,Male,,,fictional
Overlord IV,Evileye,,,Female,,,fictional
Overlord IV,Entoma Vasilissa Zeta,,,,,,fictional
Overlord IV,Gazef Stronoff,,,Male,,,fictional
Overlord IV,Jircniv Rune Farlord El Nix,,,,,,fictional
Overlord IV,Renner Theiere Chardelon Ryle Vaiself,,,,,,fictional
Overlord IV,Shasuryu Shasha,,,,,,fictional
Overlord IV,Lakyus Alvein Dale Aindra,,,,,,fictional
Overlord IV,Gagaran,,,,,,fictional
Overlord IV,Tina,,,,,,fictional
Overlord IV,Brain Unglaus,,,,,,fictional
Overlord IV,Climb,,,,,,fictional
Overlord IV,Tia,,,,,,fictional
Overlord IV,Hamusuke,,,,,,fictional
Overlord IV,Foire,,,,,,fictional
Overlord IV,Nigredo,,,,,,fictional
Overlord IV,Philip Dayton L'Eyre Montserrat,,,,,,fictional
Overlord IV,Pluton Ainzach,,,,,,fictional
Overlord IV,Hilma Cygnaeus,,,,,,fictional
Overlord IV,Vesture Kloff Di Laufen,,,Male,,,fictional
Overlord IV,Fith,,,Female,,,fictional
Overlord IV,Death Cavalier,,,,,,fictional
ARIA The BENEDIZIONE,Azusa B. McLaren,May 5,,Female,,,fictional
ARIA The BENEDIZIONE,Anya Dostoyevskaya,,,,,,fictional
ARIA The BENEDIZIONE,Airi S. Granzchesta,,,Female,,,fictional
ARIA The BENEDIZIONE,Asuka R. Baggio,,,Female,,,fictional
ARIA The BENEDIZIONE,Kyaku A,,,,,,fictional
ARIA The BENEDIZIONE,Kyaku B,,,,,,fictional
ARIA The BENEDIZIONE,Kyaku C,,,,,,fictional
ARIA The BENEDIZIONE,Kyaku D,,,,,,fictional
ARIA The BENEDIZIONE,Undine,,,,,,fictional
Working Lord of the Takanashi,Popura Taneshima,Jun 18,17,Female,,,fictional
Working Lord of the Takanashi,Mahiru Inami,Apr 1,17,Female,,166,fictional
Working Lord of the Takanashi,Kyouko Shirafuji,Oct 22,28,Female,,,fictional
Working Lord of the Takanashi,Jun Satou,Jan 18,20,Male,,,fictional
Working Lord of the Takanashi,Hiroomi Souma,Dec 9,20,Male,,,fictional
Working Lord of the Takanashi,Yachiyo Todoroki,Jun 21,20,Female,,,fictional
Working Lord of the Takanashi,Aoi Yamada,Jan 27,15,Female,,,fictional
Working Lord of the Takanashi,Izumi Takanashi,Jul 26,28,Female,,173,fictional
Working Lord of the Takanashi,Kazue Takanashi,Apr 23,31,Female,,,fictional
Working Lord of the Takanashi,Kozue Takanashi,May 30,25,Female,,174,fictional
Working Lord of the Takanashi,Nazuna Takanashi,Jul 26,12,Female,,170,fictional
Working Lord of the Takanashi,Maya Matsumoto,May 5,18,Female,,167,fictional
Working Lord of the Takanashi,Youhei Mashiba,,26,Male,,,fictional
Working Lord of the Takanashi,Mitsuki Mashiba,,26,Female,,,fictional
Working Lord of the Takanashi,Kirio Yamada,,17,Male,,,fictional
Kemono no Souja Erin,Erin,,10-18,Female,,,fictional
Kemono no Souja Erin,Duke Damiya,,,,,,fictional
Kemono no Souja Erin,Soyon,,,,,,fictional
Kemono no Souja Erin,Shinou Harumiya,,,,,,fictional
Kemono no Souja Erin,Seimiya,,,,,,fictional
Kemono no Souja Erin,Nugan,,,,,,fictional
Kemono no Souja Erin,Taikou,,,,,,fictional
Kemono no Souja Erin,Shunan,,,,,,fictional
Kemono no Souja Erin,Nason,,,,,,fictional
Kemono no Souja Erin,John Tousana,,,,,,fictional
Kemono no Souja Erin,Nukku,,,,,,fictional
Kemono no Souja Erin,Mokku,,,,,,fictional
Kemono no Souja Erin,Ial,,,,,,fictional
Kemono no Souja Erin,Tomura,,,,,,fictional
Kemono no Souja Erin,Esal,,,,,,fictional
Kemono no Souja Erin,Yuuyan,,,,,,fictional
Kemono no Souja Erin,Kashugan,,,,,,fictional
Kemono no Souja Erin,Urari,,,,,,fictional
Kemono no Souja Erin,Hanuka,,,,,,fictional
Kemono no Souja Erin,Tyna,,,,,,fictional
Kemono no Souja Erin,Panche,,,,,,fictional
Kemono no Souja Erin,Chaman,,,,,,fictional
Kemono no Souja Erin,Tamarin,,,,,,fictional
Kemono no Souja Erin,Wooly,,,,,,fictional
Kemono no Souja Erin,Karisa,,,,,,fictional
Kemono no Souja Erin,Kirik,,,,,,fictional
Kemono no Souja Erin,Jessie,,,,,,fictional
Nodame Cantabile,Saiko Tagaya,Apr 7,,Female,,,fictional
Nodame Cantabile,Ryuutarou Mine,Jul 27,,Male,,,fictional
Nodame Cantabile,Masumi Okuyama,Jan 4,,Male,,,fictional
Nodame Cantabile,Kiyora Miki,"Apr 18, 1980",,Female,,,fictional
Nodame Cantabile,Tomohito Kimura,,,,,,fictional
Nodame Cantabile,Noriyuki Takahashi,,,Male,,,fictional
Nodame Cantabile,Tooru Kikuchi,Oct 23,,Male,,,fictional
Nodame Cantabile,Kouzou Etou,Apr 6,,Male,,,fictional
Nodame Cantabile,Sakura Saku,,,,,,fictional
Nodame Cantabile,Saya Saganuma,,,,,,fictional
Nodame Cantabile,Seiko Miyoshi,,,Female,,,fictional
Nodame Cantabile,Yukihisa Matsuda,,,,,,fictional
Nodame Cantabile,Yuki Inoue,,,,,,fictional
Nodame Cantabile,Rena Ishikawa,,,,,,fictional
Nodame Cantabile,Midori Nakamura,,,,,,fictional
World Trigger 2nd Season,Masafumi Shinoda,,,,,,fictional
World Trigger 2nd Season,Souya Kazama,,,,,,fictional
World Trigger 2nd Season,Ai Kitora,,,,,,fictional
World Trigger 2nd Season,Shuuji Miwa,,,,,,fictional
World Trigger 2nd Season,Shinji Fuyushima,Jan 3,29,Male,,,fictional
World Trigger 2nd Season,Tsukihiko Amou,,,,,,fictional
World Trigger 2nd Season,Nozomi Kako,,,,,,fictional
World Trigger 2nd Season,Katsumi Karasawa,,,,,,fictional
World Trigger 2nd Season,Shirou Kikuchihara,,,,,,fictional
World Trigger 2nd Season,Motokichi Kinuta,,,,,,fictional
World Trigger 2nd Season,Shouhei Kodera,,,,,,fictional
World Trigger 2nd Season,Yuuko Kumagai,Apr 14,17,Female,O,,fictional
World Trigger 2nd Season,Futaba Kuroe,,,,,,fictional
World Trigger 2nd Season,Shun Midorikawa,,,,,,fictional
World Trigger 2nd Season,Rei Nasu,,,,,,fictional
World Trigger 2nd Season,Eizou Netsuki,,,,,,fictional
World Trigger 2nd Season,Koutarou Suwa,,,,,,fictional
World Trigger 2nd Season,Kei Tachikawa,,,,,,fictional
World Trigger 2nd Season,Yousuke Yoneya,,,,,,fictional
World Trigger 2nd Season,Hana Somei,Jul 18,16,Female,AB,,fictional
World Trigger 2nd Season,Yuuta Miura,Sep 3,17,Male,B,,fictional
World Trigger 2nd Season,Gatlin,,35,Male,,,fictional
World Trigger 2nd Season,Wen Soh,,24,Female,,,fictional
World Trigger 2nd Season,Leggindetz,,17,Male,,,fictional
World Trigger 2nd Season,Orkan Marduk,,17,Male,,,fictional
World Trigger 2nd Season,Madoka Ui,Apr 26,16,Female,B,,fictional
World Trigger 2nd Season,Rokurou Wakamura,Apr 16,17,Male,B,,fictional
World Trigger 2nd Season,Youko Katori,Oct 18,16,Female,O,,fictional
World Trigger 2nd Season,Taichi Betsuyaku,,,,,,fictional
World Trigger 2nd Season,Kazuaki Ouji,Jan 11,18,Male,,,fictional
Hotarubi no Mori e,Hotaru Takegawa,,,,,,fictional
Hotarubi no Mori e,Sofu,,,Male,,,fictional
Lupin III Cagliostro no Shiro,Arsène Lupin III,,,Male,,,fictional
Lupin III Cagliostro no Shiro,Daisuke Jigen,,,Male,,,fictional
Lupin III Cagliostro no Shiro,Goemon Ishikawa XIII,,,Male,,,fictional
