Category,Name,Height
Neon Genesis Evangelion,Ryoji Kaji,182
Berserk,Grunebeld (Apostel,599.44
Berserk,Void,280
Berserk,Grunbeld,269.24
Lookism,Eli Jang,177
Berserk,Femto,200
One piece,Hogback,223
One piece,Yeti cool brother,4250
Berserk,Wylad (Apostel Form),325
Berserk,Slan,193
Berserk,Wylad,210
Berserk,Ubik,100
Berserk,Skull Knight,200
Berserk,Conrad,130
Tengen Toppa Gurren Lagann,Anti-Spiral,4.91957984574e+28
Ghost in the Shell: Stand Alone Complex,Motoko Kusanagi,168
Gantz,Kei Kurono,168
Gantz,Kei Kishimoto,160
Gantz,Sei Sakuraoka,177
Gantz,Masaru Kato,192
Keijo,Sayaka Miyata,164
Keijo,Kazane Aoba,158
Keijo,Nozomi Kaminashi,165
Keijo,Non Toyoguchi,169
Dragon Ball,Cell Max,1580
Dragon Ball,Cumber,215
rascal does not dream of a dreaming girl,Kaede Azusagawa,160.02
Jojo bizzare adventures,Jotaro,195
Dragon Ball,Broly(Súper),240
Dragon Ball,Aeos,147
Dragon Ball,Gamma 2,185
Dragon Ball,Gamma 1,186
rascal does not dream of a dreaming girl,Sakuta Azusagawa,170.18
Rascal does not dream of a dreaming girl,Kaede Azusagawa,162
Dragon Ball,Hearts,193
Goblin Slayer (2018),Priestess ,155
Goblin Slayer (2018),Cow Girl,165
Goblin Slayer (2018),Goblin Slayer,180
Dragon Ball,Kami,250
Goblin Slayer (2018),High Elf Archer,168
Goblin Slayer (2018),Heavy Warrior,200
Death Note (2006),Misa Amane,152
One piece ,Trafalgar d water law,191
Chainsaw Man,Makima,172.72
One piece ,Roronoa zoro,181
Chainsaw Man (2022),Denji,180
Chainsaw Man (2022),Aki,197
Kill la Kill,Uzu Sanageyama,195
Kill la Kill (2013),Satsuki Kiryuin,176
Kill la Kill,Nonon Jakuzure,175
Kill la Kill (2013),Ira Gamagoori,230
Kill la Kill,Mako Mankanshoku,158
Chainsaw Man,Power,178
Chainsaw Man,Himeno,175
Chainsaw Man,Power,173
 Re:ZERO - Starting Life in Another World,Puck,9
Chainsaw Man ,Power,173
Re:ZERO - Starting Life in Another World,Puck (Beast Form),5800
Re:Zero,Rem,160
One Punch Man,Fubuki,167.64000000000001
Fist of the North Star,Rihaku,198.6
Fist of the North Star,Shin V2,182.7
Fist of the North Star,Souther,188.7
Fist of the North Star,Kaioh Armor,212.8
Fist of the North Star,Club,190.6
Fist of the North Star,Kenshiro Apocalyptic Savior,185.6
One Piece,Yonji Vinsmoke,194
One Piece,Denjiro,306
Fist of the North Star,Kenshiro Legend,185.6
Fist of the North Star,Fudou,225.6
Fist of the North Star,Shuren,182.6
Fist of the North Star,Jackal,195.5
Fist of the North Star,Colonel,177.5
Fist of the North Star,Airi,165.3
Fist of the North Star,Jagi,179.6
Fist of the North Star,Jagi V3,179.7
One Piece,Kikunojo,287
Fist of the North Star,Zeed,211.5
Fist of the North Star,Toki V2,185.6
Fist of the North Star,Shuu,186.5
Fist of the North Star,Yuria,168.6
Fist of the North Star,Shin,182.7
Fist of the North Star,Kaiser,199.3
Fist of the North Star,Ryuga,186.6
Fist of the North Star,Jagi V2,179.6
Fist of the North Star,Souther v2,188.7
Fist of the North Star,Heart,230.5
Fist of the North Star,Han,187.7
Fist of the North Star,Evil Heart,230.6
Fist of the North Star,Rihaku,198.6
Fist of the North Star,Nameless Shura,195.6
Fist of the North Star,Kokuoh,233.8
Fist of the North Star,Goshasei Soldier,186.2
Fist of the North Star,Ryūken,185.7
Fist of the North Star,Kaioh,212.8
Fist of the North Star,Shachi,187.8
Fist of the North Star,Raoh,213.8
Fist of the North Star,Devil Rebirth,755.8
Fist of the North Star,Jyuza,186.7
Fist of the North Star,Uighur,231.5
Fist of the North Star,Bat,185.3
One Piece,Ichiji Vinsmoke,186
Fist of the North Star,Rin,167.3
Fist of the North Star,Dagar,183.5
One Piece,Niji Vinsmoke,185
Fist of the North Star,Toki,185.6
Fist of the North Star,Huey,181.7
Fist of the North Star,Jakoh,183.8
Fist of the North Star,Rei,183.5
Fist of the North Star,Diamond,203.5
Fist of the North Star,Sayaka,165.6
Fist of the North Star,Amiba,187.5
Fist of the North Star,Kiba Daioh,375.5
One Piece,Kozuki Momonosuke,110
Fist of the North Star,Solia,198.6
Fist of the North Star,Falco,209.7
Fist of the North Star,Kenshiro,185.5
Fist of the North Star,Ein,183.6
Fist of the North Star,Judah,183.5
Fist of the North Star,Hyou,204.5
Fist of the North Star,Madara,257.5
Fist of the North Star,Mamiya,170.6
Ranking of Kings,King Bosse,314.96000000000004
Epithet Erased ,Mera Salamin,152.4
Epithet Erased ,Giovanni potage ,190.5
Dragonball GT,Pan,152.4
Heaven's Lost Property,Ikaros,162
Heaven's Lost Property,Nymph,139
Dragon Ball,Bulpan,157.48000000000002
Heaven's Lost Property,Astraea,159
Super Dragon Ball Heroes,Xeno Pan,152.4
Super Dragon Ball Heroes,Note,157.48000000000002
Dragon Ball,Bulla,157.48000000000002
Re:zero ,Beatrice,145
Re:Zero ,Roswaal L Mathers,198
Re:zero ,Felt,154
Bocchi the Rock!,Ryo Yamada,163
Majo Taisen,Liudmila Pavlichenko,166
Variable Geo,Yuka Takeuchi,163
Majo Taisen,Mary Read,220
Bocchi the Rock!,Ikuyo Kita,158
Bocchi the Rock!,Hitori Gotoh,156
Bocchi the Rock!,Nijika Ijichi,160
Youjo Senki,Tanya von Degurechaff,144
Fairy Tail,Makarov Dryer,112
Youjo Senki,Viktoriya Serebryakov,150
Dragonball GT,Videl (GT),157
Dragon Ball Z,Videl (End of Z),157
Naruto The Last,Naruto Uzumaki,180
Dragon Ball,Saiyaman 1,176
Dragon Ball,Launch,163
Yu-Gi-Oh,Obelisk the Tormentor,2350
Dragon Ball,Saiyaman 2,157
Dragon Ball,Future Android 18,167.64000000000001
Dragon Ball,Bulma Teen,165
Yu-Gi-Oh,Exodia the Forbidden One,2750
Yu-Gi-Oh,The Winged Dragon of Ra,2200
Yu-Gi-Oh,Slifer the Sky Dragon,2500
Monster,Johan Liebert,177.2
Dragon Ball,Fasha,157.48000000000002
Yu-Gi-Oh,Zorc Necrophades,2800
Jujutsu Kaisen,Kenjaku,190
Naruto,Third Kazekage,176
Dragon Ball Super,Android 18 (Super),169
Fate/Apocrypha,Astolfo,164
One Piece,Aramaki/Ryokugyu/Green Bull,270
Trigun,Vash the Stampede (with hair),198.8
Dragon Ball Super,Frieza (4th Form),160
One Piece,Trebol,349
Dragon Ball Super,Krillin,123
Guilty Crown,Inori Yuzuriha,166
Yu-Gi-Oh,Blue-Eyes White Dragon,1000
Yu-Gi-Oh,Dark Magician,300
Fate/Zero,Irisviel von Einzbern,158
Dragon Ball Super,Android 17,170
Yu-Gi-Oh,Blue-Eyes Ultimate Dragon,1350
Dragon Ball Super: Super Hero,Gohan,189
Dragon Ball Super: Super Hero,Piccolo,213
Naruto,Gari,173.6
Solo Leveling (Manhwa),Sung Jin Woo (with hair),195
One Piece,Mr. 5,197
Solo Leveling (Manhwa),Sung Jin Woo,183
Re:Zero,Ram ,160.8
Re:Zero,Subaru Natsuki,176
Re:Zero,Emilia,168
Re:Zero,Beatrice,142
Naruto/Boruto,Udon Ise,175.5
Higurashi Gou,Furude Hanyu,154
Higurashi Gou,Satoko Hojo,146
Higurashi Gou,Tomitake Jiro,182
Higurashi Gou,Teppei Hojo,184
Higurashi Gou,Sonozaki Mion,165
Higurashi Gou,Takano Miyo,168
Higurashi Gou,Sonozaki Shion,165
Higurashi Gou,Keiichi Maebara,174
Higurashi Gou,Rena Ryugu,161
Higurashi Gou,Furude Rika,146
Higurashi Gou,Irie Kyosuke,178
Jujutsu Kaisen,Toji Fushiguro,195
Higurashi Gou,Eua,170
Re:Zero,Sekhmet,174
Noragami,Daikoku,186
Demon Slayer,Yoriichi Tsugikuni,190
Re:Zero,Priscilla Barielle,174
Noragami,Yato,174
Re:Zero,Frederica,176
Re:Zero,Garfiel,172
Re:Zero,Echidna,168
Noragami,Bishamonten,175
Re:Zero,Lye Batenkaitos,152
Jujutsu Kaisen,Shoko Ieiri,168
Re:Zero,Typhon,134
Re:Zero,Pandora,152
Re:Zero,Petelgeuse ,180
Re:Zero,Otto ,182
Noragami,Hiyori Iki,164
Noragami,Yukine,156
Jujutsu Kaisen,Utahime Iori,166
Noragami,Kofuku,160
Re:Zero,Regulus Corneas,180
Re:Zero,Minerva,172
Re:Zero,Capella,153
Nichijou,Nano Shinonome,162
JoJo's Bizarre Adventure,Giorno Giovanna,172
Nichijou,Mio Naganohara,154
Nichijou,Mai Minakami,168
Nichijou,Kojirou Sasahara,176
Nichijou,Misato Tachibana,160
Nichijou,Sakurai Sensei,156
Nichijou,Hakase,132
Nichijou,Yukko Aioi,164
Demon Slayer,Douma,188
Nichijou,Manabu Takasaki,182
Azumanga Daioh,Kagura,156
Lookism,Johan Seong,183
Lucky Star,Kagami Hiiragi,157
Re:Zero,Petra Leyte,150
Yu-Gi-Oh,Téa Gardner,165
Re:Zero,Anastasia Hoshin,168
Lookism,Gun Park,190
Mazinger,Mazinkaiser,2300
Lucky Star,Miyuki Takara,166
Azumanga Daioh,"Ayumu ""Osaka"" Kasuga",154
Lucky Star,Misao Kusakabe,162
Puella Magi Madoka Magica,Walpurgisnacht,15000
Azumanga Daioh,Tomo Takino,156
Lucky Star,Patricia Martin,168
Azumanga Daioh,Chiyo Mihama,133
Lookism,Manager Kim,180
Re:Zero,Al,181
Re:Zero,Rom,255
Lookism,James Lee,190
Lookism,Sinu Han,180
Re:Zero,Elsa Granheirt,174
Azumanga Daioh,Sakaki,174
Hell's Paradise,Gabimaru,150
Lookism,Tom Lee,206
Re:Zero,Julius Euclius,182
Lucky Star,Tsukasa Hiiragi,157
Lucky Star,Hiyori Tamura,152
Lookism,Eugene,170
One Piece film red,Uta,190.5
Lookism,Daniel Park,182
vtuber,Aine Estella,150
Yu-Gi-Oh,Dark Magician Girl,148
Lucky Star,Yutaka Kobayakawa,140
Yu-Gi-Oh,Yami Yugi,153
Lucky Star,Konata Izumi,142
Lucky Star,Minami Iwasaki,163
Re:Zero,Reinhard van Astrea,190
Re:Zero,Ryuzu,142
Lucky Star,Ayano Minegishi,160
Azumanga Daioh,"Koyomi ""Yomi"" Mizuhara",163
Lookism,Gun Park,190
Lookism,Daniel Park,182
Lookism,Goo Kim,190
Lookism,Ryuhei Kuroda,190
Yu-Gi-Oh,Seto Kaiba,186
One Peice,CHOPPER,90
Naruto,Shinki,150
One Piece,Foxy,180
Naruto,Ginkaku,177.9
Naruto,Hiashi Hyūga,176.5
Naruto,Hizashi Hyūga,176.5
One Piece,Viola,178
One Piece,Shimotsuki Ryuma,179
Naruto,Danzō Shimura,170
Naruto,Aoba Yamashiro,178
One Piece,Carrot,161
One Piece,Baby 5,181
One Piece,Who's-Who,336
Naruto,Kazuma,186
Naruto,Sora,164
Naruto,Hiruko,158
Naruto,Dan Katō,180.2
Naruto,Ino Yamanaka,165
One Piece,jabra,211.8
One Piece,Blueno,258
One Piece,Edward Weevil,679.9
Naruto,Sakumo Hatake,181
Naruto,Fuen,180
One Piece,Gladius,260
One Piece,Dellinger,144.9
Boruto,Deepa,179
One Piece,Bastille,291
One Piece,Senor Pink,244
Naruto,Kashin Koji,191.2
Touhou,Flandre Scarlet,141
Naruto,Guren,168
Naruto,Han,228.3
Naruto,Ten Tails,377600
Naruto,Ameyuri Ringo,143.5
Naruto,Darui,185
Project SEKAI,Emu Otori,152
Attack On Titan,Cart titan ,400
Azumanga Daioh,Ayumu Kasuga,156
K-ON!,Yui Hirasawa,156
Jojo's Bizarre Adventure,Emporio Alnino,140
Doki Doki! Pretty Cure,Cure Sword / Makoto Kenzaki,160
Smile Pretty Cure!,Cure March / Nao Midorikawa,160
Doki Doki! Pretty Cure,Cure Rosetta / Alice Yotsuba,160
Naruto shippuden,Genbu,500000
Smile Pretty Cure!,Cure Happy / Miyuki Hoshizora,157
Bungo Stray Dogs,Osamu Dazai,181
Smile Pretty Cure!,Cure Peace / Yayoi Kise,154
Smile Pretty Cure!,Cure Sunny / Akane Hino,157
Doki Doki! Pretty Cure,Cure Ace / Aguri Madoka,170
Seven Deadly Sins,Mama Hawk ,1000
Doki Doki! Pretty Cure,Cure Heart / Mana Aida,160
Smile Pretty Cure!,Cure Beauty / Reika Aoki,160
Bungo Stray Dogs,Osamu Dazai,181
Fairy Tail,Aldoron,5000000
Doki Doki! Pretty Cure,Cure Diamond / Rikka Hishikawa,167
Chainsaw Man,Kobeni,155
Attack On Titan ,God Of Titans,500000
Happiness Charge Pretty Cure!,Cure Princess / Hime Shirayuki,164
Happiness Charge Pretty Cure!,Cure Lovely / Megumi Aino,169
Happiness Charge Pretty Cure!,Cure Fortune / Iona Hikawa,169
Happiness Charge Pretty Cure!,Cure Honey / Yuko Omori,164
Steins;Gate,Okabe Rintarou,177
Code Geass,V.V,120
Shinza Banshou,Hajun,200
Steins;Gate,Makise Kurisu,160
Go! Princess Pretty Cure,Cure Mermaid / Minami Kaido,176
Go! Princess Pretty Cure,Cure Scarlet / Towa Akagi,164
Mahou Tsukai Pretty Cure!,Cure Felice/Kotoha Hanami ,169
Mahou Tsukai Pretty Cure!,Cure Miracle / Mirai Asahina  ,169
Go! Princess Pretty Cure,Cure Flora / Haruka Haruno,160
Go! Princess Pretty Cure,Cure Twinkle/KiraraAmanogawa,164
Mahou Tsukai Pretty Cure!,Cure Magical / Riko Izayoi,169
KiraKira☆Pretty Cure A La Mode,CureCustard/HimariArisugawa,146
HUGtto! Pretty Cure,Cure Amour / Ruru Amour,163
HUGtto! Pretty Cure,Cure Macherie/Emiru Aisaki,155
KiraKira☆Pretty Cure A La Mode,Cure Macaron/YukariKotozume,161
HUGtto! Pretty Cure,Cure Étoile /HomareKagayaki,163
KiraKira☆Pretty Cure A La Mode,Cure Chocolat / Akira Kenjou,161
Star☆Twinkle Pretty Cure ,Cure Selene / Madoka Kaguya,158
KiraKira☆Pretty Cure A La Mode,Cure Parfait / Ciel Kirahoshi,157
HUGtto! Pretty Cure,Cure Ange / Saaya Yakushiji,163
Star☆Twinkle Pretty Cure ,Cure Soleil / Elena Amamiya,158
Star☆Twinkle Pretty Cure ,Cure Milky / Lala Hagoromo,154
Anime,test1,205.74
KiraKira☆Pretty Cure A La Mode,Cure Gelato / Aoi Tategami ,152
HUGtto! Pretty Cure,Cure Yell / Hana Nono,160
Star☆Twinkle Pretty Cure ,Cure Star / Hikaru Hoshina,154
Star☆Twinkle Pretty Cure ,Cure Cosmo / Yuni,154
KiraKira☆Pretty Cure A La Mode,Cure Whip / Ichika Usami,153
KiraKira☆Pretty Cure A La Mode,Cure Custard /HimariArisugawa,146
Mobile Suit Gundam the Witch from Mercury,Miorine Rembran,160
Inuyasha,Sesshomuru,185.42
Baki,Gouki Shibukawa,154.94
Fate/Apocrypha,Jeanne d'Arc,159
Dragon Ball Super,"Beerus, God of Destruction",200
Dragon Ball,Giant Aura Goku,2500
Blue Archive,Hanaoka Yuzu,150
Jojo's bizarre adventure,Risotto Nero,185
Hololive,Himemori Luna,150
Baki,Chiharu Shiba,185.42
Inuyasha,Sesshomaru,185.42
Fate/Apocrypha,Sieg,165
Mobile Suit Gundam the Witch from Mercury,Suletta Mercury ,173.7
