Category,Name,Height,Pro1,pro2
213956,S. Lainer,175.26,AT,FC Red Bull Salzburg,110
213956,Óscar Plano,182.88,ES,Real Valladolid CF,110
213956,De la Bella,182.88,ES,UD Las Palmas,110
213956,R. Cohade,180.34,FR,FC Metz,110
213956,P. Morales,180.34,CL,CD Universidad de Concepción,110
213956,D. Arismendi,187.96,UY,Rosario Central,110
213956,N. Stanciu,170.18,RO,Sparta Praha,110
213956,D. Ćaleta-Car,193.04,HR,Olympique de Marseille,110
213956,L. Fer,187.96,NL,Swansea City,110
213956,A. Williams,182.88,gb-wls,Stoke City,110
213956,J. Bryan,170.18,GB,Fulham,110
213956,Ricardo Costa,182.88,PT,CD Tondela,110
213956,Ailton,180.34,BR,SC Braga,110
213956,R. Cota,187.96,MX,Club León,110
213956,G. Margreitter,185.42,AT,1. FC Nürnberg,110
213956,A. Rebrov,193.04,RU,Spartak Moscow,110
213956,Djavan,182.88,BR,GD Chaves,110
213956,A. Chedjou,182.88,CM,Bursaspor,110
213956,Luna,177.8,ES,Levante UD,110
213956,F. Ricca,177.8,UY,Málaga CF,110
213956,C. Awaziem,187.96,NG,FC Porto,110
213956,F. Carrizo,170.18,AR,Rosario Central,110
213956,A. Ragusa,182.88,IT,Hellas Verona,110
213956,A. Wan-Bissaka,182.88,GB,Crystal Palace,110
213956,J. Biabiany,177.8,FR,Parma,110
213956,B. Mensah,180.34,GH,Kayserispor,110
213956,D. Padelli,190.5,IT,Inter,110
213956,D. Tošić,185.42,RS,Guangzhou R&F; FC,110
213956,E. Bauthéac,170.18,FR,Brisbane Roar,110
213956,Tiago Silva,170.18,PT,CD Feirense,110
213956,A. Tameze,180.34,CM,OGC Nice,110
213956,V. Manceau,175.26,FR,Angers SCO,110
213956,F. Bardi,187.96,IT,Frosinone,110
213956,L. Advíncula,177.8,PE,Rayo Vallecano,110
213956,J. Gallardo,175.26,MX,Monterrey,110
213956,Enaldo Toxeto,180.34,BR,Grêmio,110
213956,Camilo,170.18,BR,Querétaro,110
213956,J. Schmid,177.8,FR,FC Augsburg,110
213956,Welthon,180.34,BR,Vitória Guimarães,110
213956,Moi Gómez,175.26,ES,SD Huesca,110
213956,Marc Muniesa,177.8,ES,Girona FC,110
213956,Samu Saiz,175.26,ES,Leeds United,110
213956,J. Sorbon,182.88,FR,En Avant de Guingamp,110
213956,S. Long,177.8,IE,Southampton,110
213956,S. Wuytens,182.88,BE,AZ Alkmaar,110
213956,S. Araujo,180.34,AR,UD Las Palmas,110
213956,André Martins,170.18,PT,Legia Warszawa,110
213956,S. March,180.34,GB,Brighton & Hove Albion,110
213956,F. Chafik,182.88,MA,Dijon FCO,110
213956,K. Ajer,195.58,NO,Celtic,110
213956,K. Grosicki,180.34,PL,Hull City,110
213956,Alex Bergantiños,175.26,ES,Deportivo de La Coruña,110
213956,E. Derdiyok,190.5,CH,Galatasaray SK,110
213956,David Braz,187.96,BR,Sivasspor,110
213956,D. Roef,187.96,BE,Waasland-Beveren,110
213956,Lombán,185.42,ES,Málaga CF,110
213956,J. Drobný,193.04,CZ,SV Werder Bremen,110
213956,A. Acquah,177.8,GH,Empoli,110
213956,T. Smith,185.42,GB,Huddersfield Town,110
213956,R. Nuzzolo,175.26,CH,Neuchâtel Xamax,110
213956,G. Jung,187.96,DE,Hamburger SV,110
213956,M. Iturra,175.26,CL,Villarreal CF,110
213956,Molinero,175.26,ES,Real Sporting de Gijón,110
213956,Pedro Sá,175.26,PT,Portimonense SC,110
213956,D. Pérez,167.64,AR,Colo-Colo,110
213956,B. Cesar,190.5,SI,Chievo Verona,110
213956,D. Braghieri,185.42,AR,Atlético Nacional,110
213956,C. Álvarez,185.42,AR,Real Zaragoza,110
213956,Carlos Ponck,182.88,CV,CD Aves,110
213956,R. Assalé,167.64,CI,BSC Young Boys,110
215565,M. Miazga,193.04,US,FC Nantes,71
215565,Léo Bonatini,182.88,BR,Wolverhampton Wanderers,71
215565,B. Fernández,170.18,AR,Club Necaxa,71
215565,S. Hutchinson,187.96,GB,Millwall,71
215565,S. Rybalka,175.26,UA,Sivasspor,71
215565,N. Acevedo,177.8,AR,Unión de Santa Fe,71
215565,J. Lucero,177.8,AR,Club Tijuana,71
215565,G. Chakvetadze,177.8,GE,KAA Gent,71
215565,I. Fossum,180.34,NO,Hannover 96,71
215565,V. Karavaev,175.26,RU,Vitesse,71
215565,T. Leibold,175.26,DE,1. FC Nürnberg,71
215565,G. Arias,187.96,CL,Racing Club,71
215565,T. Huddlestone,187.96,GB,Derby County,71
215565,A. Clayton,175.26,GB,Middlesbrough,71
215565,K. Nakamura,175.26,JP,Kawasaki Frontale,71
215565,L. Koné,187.96,CI,RC Strasbourg Alsace,71
215565,M. Vejinović,185.42,NL,AZ Alkmaar,71
215565,H. Van Crombrugge,187.96,BE,KAS Eupen,71
215565,M. Russ,190.5,DE,Eintracht Frankfurt,71
215565,Pietrson Mendes,172.72,BR,Bahia,71
215565,Salvi Sánchez,175.26,ES,Cádiz CF,71
215565,E. Pavez,180.34,CL,Colo-Colo,71
215565,I. Kovács,172.72,HU,,71
215565,Nildo Petrolina,175.26,BR,CD Aves,71
215565,Y. Seleznyov,187.96,UA,Akhisar Belediyespor,71
215565,C. Löwe,175.26,DE,Huddersfield Town,71
215565,V. Cantillo,180.34,CO,Junior FC,71
215565,J. Ward,187.96,GB,Crystal Palace,71
215565,S. Skrzybski,175.26,DE,FC Schalke 04,71
215565,Diego Oliveira,177.8,BR,FC Tokyo,71
215565,Luis Milla,175.26,ES,CD Tenerife,71
215565,A. Ba,198.12,SN,Rayo Vallecano,71
215565,Jaim Abra,187.96,BR,América FC (Minas Gerais),71
215565,S. von Bergen,182.88,CH,BSC Young Boys,71
215565,S. Armenteros,180.34,SE,Portland Timbers,71
215565,Y. Öztekin,177.8,TR,Göztepe SK,71
215565,J. Molina,185.42,MX,Monterrey,71
215565,R. Gikiewicz,190.5,PL,1. FC Union Berlin,71
215565,G. Silva,185.42,UY,Independiente,71
215565,W. Hoolahan,167.64,IE,West Bromwich Albion,71
215565,Freder Cabral,187.96,BR,Atlético Mineiro,71
215565,J. Gómez,170.18,AR,Al Fayha,71
215565,Rodrigo Galo,175.26,BR,AEK Athens,71
215565,R. Fredericks,180.34,GB,West Ham United,71
215565,M. Ishak,185.42,SE,1. FC Nürnberg,71
215565,N. Gießelmann,182.88,DE,Fortuna Düsseldorf,71
215565,Luis Couprins,177.8,BR,Atlético Paranaense,71
215565,F. Kudryashov,180.34,RU,,71
215565,S. Zoller,177.8,DE,1. FC Köln,71
215565,D. Brooks,182.88,gb-wls,Bournemouth,71
215565,M. Hawsawi,180.34,SA,Al Ahli,71
215565,M. Bolaños,170.18,EC,Club Tijuana,71
215565,J. St. Juste,185.42,NL,Feyenoord,71
215565,João Aurélio,182.88,PT,Moreirense FC,71
215565,J. Marié,177.8,FR,Dijon FCO,71
215565,R. Benzar,180.34,RO,,71
215565,G. Sertic,182.88,FR,Olympique de Marseille,71
215565,R. Philippoteaux,170.18,FR,AJ Auxerre,71
215565,Gerson,182.88,BR,Fiorentina,71
215565,B. Assombalonga,177.8,cg,Middlesbrough,71
215565,J. Šural,182.88,CZ,Sparta Praha,71
215565,Gerso,172.72,GW,Sporting Kansas City,71
215565,M. Urruti,182.88,AR,FC Dallas,71
215565,D. Ciofani,190.5,IT,Frosinone,71
215565,Etxeita,185.42,ES,SD Huesca,71
215565,L. Ayling,185.42,GB,Leeds United,71
215565,K. Saief,175.26,US,RSC Anderlecht,71
215565,S. Thioub,177.8,FR,Nîmes Olympique,71
215565,D. Bronn,182.88,TN,KAA Gent,71
215565,J. Basanta,187.96,AR,Monterrey,71
215565,Diego Farías,172.72,BR,Cagliari,71
215565,L. Rodríguez,175.26,MX,Tigres U.A.N.L.,71
215565,Marcos Paneira,182.88,BR,Bahia,71
215565,Cifuentes,190.5,ES,Cádiz CF,71
215565,K. Bartley,193.04,GB,West Bromwich Albion,71
215565,K. Monnet-Paquet,182.88,FR,AS Saint-Étienne,71
215565,G. Cameron,190.5,US,Queens Park Rangers,71
215565,R. Yabo,177.8,DE,FC Red Bull Salzburg,71
215565,A. Najar,170.18,HN,RSC Anderlecht,71
215565,B. Ramselaar,177.8,NL,PSV,71
215565,T. Ciğerci,185.42,TR,Fenerbahçe SK,71
215565,O. Pérez,180.34,AR,Patriotas Boyacá FC,71
215565,F. Mattiello,182.88,IT,Bologna,71
215565,V. Forren,185.42,NO,Molde FK,71
215565,F. Diedhiou,187.96,SN,Bristol City,71
215565,K. Darlow,190.5,GB,Newcastle United,71
215565,F. Novák,182.88,CZ,Trabzonspor,71
215565,P. Martinez,182.88,FR,RC Strasbourg Alsace,71
215565,M. Santos,175.26,UY,CD Leganés,71
215565,J. Kopic,180.34,CZ,Viktoria Plzeň,71
215565,N. Al Abed,167.64,SA,Al Hilal,71
215565,C. Keşerü,177.8,RO,,71
215565,Ferrán Torres,180.34,ES,Valencia CF,71
215565,S. Kapino,195.58,GR,SV Werder Bremen,71
215565,O. Opazo,170.18,CL,Colo-Colo,71
215565,André Geraldes,180.34,PT,Real Sporting de Gijón,71
215565,Juli Piresinho,180.34,BR,Bahia,71
215565,J. Schlupp,177.8,GH,Crystal Palace,71
215565,Vinicius Cardenha,177.8,BR,Fluminense,71
215565,B. Lozano,167.64,UY,Santos Laguna,71
215565,P. Hrošovský,175.26,SK,Viktoria Plzeň,71
215565,Gabriel Silva,177.8,BR,AS Saint-Étienne,71
215565,O. Sorg,175.26,DE,Hannover 96,71
215565,B. Johnsen,195.58,NO,AZ Alkmaar,71
215565,M. Yanga-Mbiwa,182.88,FR,Olympique Lyonnais,71
215565,M. Britos,170.18,UY,Querétaro,71
215565,R. Hennings,180.34,DE,Fortuna Düsseldorf,71
215565,J. Bamba,175.26,FR,LOSC Lille,71
215565,Ivo Rodrigues,177.8,PT,Royal Antwerp FC,71
215565,E. Audero,190.5,IT,Sampdoria,71
215565,A. Maier,182.88,DE,Hertha BSC,71
215565,F. Tissone,180.34,AR,CD Nacional,71
215565,M. Dituro,190.5,AR,Universidad Católica,71
215565,G. Bia,180.34,BE,Sporting Lokeren,71
215565,B. Alıcı,180.34,TR,Fenerbahçe SK,71
215565,G. Bussmann,182.88,FR,1. FSV Mainz 05,71
215565,C. Buchtmann,175.26,DE,FC St. Pauli,71
215565,J. Al Hussien,167.64,SY,Al Taawoun,71
215565,G. Poblete,172.72,AR,San Lorenzo de Almagro,71
215565,M. Niakhaté,190.5,FR,1. FSV Mainz 05,71
215565,T. Minamino,175.26,JP,FC Red Bull Salzburg,71
215565,N. Benedetti,177.8,CO,Deportivo Cali,71
215565,Y. Sanogo,190.5,FR,Toulouse Football Club,71
215565,E. Álvarez,185.42,MX,Club América,71
215565,S. Sunzu,190.5,ZM,FC Metz,71
215565,M. Kanazaki,180.34,JP,Sagan Tosu,71
215565,Paulinho,175.26,PT,GD Chaves,71
215565,L. Bustamante,170.18,AR,Deportes Iquique,71
215565,E. Schelotto,187.96,IT,Brighton & Hove Albion,71
215565,Ignasi Miquel,187.96,ES,Getafe CF,71
215565,Álex Gallar,175.26,ES,SD Huesca,71
215565,Orlando Sá,187.96,PT,Standard de Liège,71
215565,T. Ince,177.8,GB,Stoke City,71
215565,Víctor Rodríguez,167.64,ES,Seattle Sounders FC,71
215565,L. Baal,175.26,FR,Stade Rennais FC,71
215565,Élton,157.48,BR,Al Qadisiyah,71
215565,A. Ounas,172.72,DZ,Napoli,71
215565,H. Afful,167.64,GH,Columbus Crew SC,71
215565,C. Clemens,177.8,DE,1. FC Köln,71
215565,F. Amorebieta,190.5,VE,Independiente,71
215565,J. O'Connell,190.5,GB,Sheffield United,71
215565,F. Dionisi,177.8,IT,Frosinone,71
215565,H. Harbaoui,185.42,TN,SV Zulte-Waregem,71
215565,M. Nervo,180.34,AR,Santos Laguna,71
215565,J. Djourou,190.5,CH,SPAL,71
215565,P. Karlsson,182.88,SE,AIK,71
215565,M. Rangel,185.42,CO,Atlético Bucaramanga,71
215565,S. Pérez,175.26,CO,Pachuca,71
215565,F. Manríquez,167.64,CL,CD Universidad de Concepción,71
215565,Abraham González,177.8,ES,Lobos BUAP,71
215565,Ailton Valpaços,185.42,BR,Atlético Mineiro,71
215565,J. Koundé,177.8,FR,FC Girondins de Bordeaux,71
215565,T. Xhaka,172.72,AL,FC Basel 1893,71
215565,E. Mena,172.72,CL,Racing Club,71
215565,W. Janssen,185.42,NL,FC Utrecht,71
215565,Douglas Armeira,175.26,BR,América FC (Minas Gerais),71
215565,M. Demiral,193.04,TR,Alanyaspor,71
215565,D. Vera,182.88,UY,Club Atlético Tigre,71
215565,M. Kamiński,193.04,PL,Fortuna Düsseldorf,71
215565,S. Cárdenas,167.64,CO,Atlético Bucaramanga,71
215565,K. Phillips,177.8,GB,Leeds United,71
215565,M. Rensing,190.5,DE,Fortuna Düsseldorf,71
215565,Y. Mokhtar,177.8,MA,MKE Ankaragücü,71
215565,B. Dejaegere,175.26,BE,KAA Gent,71
215565,R. Orsolini,182.88,IT,Bologna,71
215565,S. de Jong,185.42,NL,Sydney FC,71
215565,J. Riedewald,182.88,NL,Crystal Palace,71
215565,C. Yacob,180.34,AR,Nottingham Forest,71
215565,Yan Junling,190.5,CN,Shanghai SIPG FC,71
215565,Miguel Veloso,180.34,PT,Genoa,71
215565,B. Zuculini,182.88,AR,River Plate,71
215565,J. Moreira,175.26,PY,River Plate,71
215565,B. Hamid,190.5,US,DC United,71
215565,V. Qazaishvili,175.26,GE,San Jose Earthquakes,71
215565,G. Toledo,170.18,AR,Club Atlético Colón,71
215565,E. Barreto,180.34,PY,Sampdoria,71
215565,N. Bungert,187.96,DE,1. FSV Mainz 05,71
215565,C. Montes,190.5,MX,Monterrey,71
215565,J. Poulsen,180.34,DK,FC Midtjylland,71
215565,A. Grünwald,187.96,AT,FK Austria Wien,71
215565,S. Clucas,187.96,GB,Stoke City,71
215565,J. Bořil,175.26,CZ,SK Slavia Praha,71
215565,J. Lewis,198.12,GB,Aberdeen,71
215565,D. Nagbe,175.26,US,Atlanta United,71
215565,J. Gandolfi,177.8,AR,Club Atlético Talleres,71
215565,Fabiano,198.12,BR,FC Porto,71
215565,J. Mišić,187.96,HR,Sporting CP,71
215565,J. Gélin,182.88,FR,Stade Rennais FC,71
215565,S. Bertoli,185.42,AR,Patronato,71
215565,Xeka,185.42,PT,LOSC Lille,71
215565,M. Rosenberg,182.88,SE,Malmö FF,71
215565,Raul García,175.26,ES,CD Leganés,71
215565,G. Caprari,175.26,IT,Sampdoria,71
215565,Diego Lopes,170.18,BR,Rio Ave FC,71
215565,M. Banguera,187.96,EC,,71
215565,O. Gonzalez,195.58,US,Club Atlas,71
215565,Costinha,170.18,PT,Vitória de Setúbal,71
215565,E. Palacios,177.8,AR,River Plate,71
215565,Sergio Tejera,180.34,ES,Real Oviedo,71
215565,Pedro Rocha,177.8,BR,Spartak Moscow,71
215565,K. Long,190.5,IE,Burnley,71
215565,M. Stekelenburg,198.12,NL,Everton,71
215565,Samir,187.96,BR,Udinese,71
215565,Carlos Hernández,185.42,ES,Real Oviedo,71
215565,L. Martínez Quarta,182.88,AR,River Plate,71
215565,F. Barba,185.42,IT,Chievo Verona,71
215565,T. Elyounoussi,172.72,NO,AIK,71
215565,T. Krul,187.96,NL,Norwich City,71
215565,R. Morioka,180.34,JP,RSC Anderlecht,71
215565,J. Valdés,175.26,CL,Colo-Colo,71
215565,Bruno Xadas,177.8,PT,SC Braga,71
215565,A. Büttner,175.26,NL,Vitesse,71
215565,C. Akolo,172.72,cg,VfB Stuttgart,71
215565,Cristiano,182.88,BR,Kashiwa Reysol,71
215565,K. Möhwald,182.88,DE,SV Werder Bremen,71
215565,A. Rodríguez,180.34,CO,Minnesota United FC,71
215565,J. Góralski,172.72,PL,,71
215565,S. Larsson,177.8,SE,AIK,71
215565,D. Ndongala,170.18,cg,KRC Genk,71
215565,S. Carson,190.5,GB,Derby County,71
215565,M. Matip,185.42,CM,FC Ingolstadt 04,71
215565,A. Ulmer,175.26,AT,FC Red Bull Salzburg,71
215565,J. Pied,172.72,FR,LOSC Lille,71
215565,M. van der Hoorn,190.5,NL,Swansea City,71
215565,M. Gavranović,175.26,CH,Dinamo Zagreb,71
215565,J. Stryger Larsen,182.88,DK,Udinese,71
215565,G. Torje,167.64,RO,Sivasspor,71
215565,C. Mayada,175.26,UY,River Plate,71
215565,M. Pérez,170.18,MX,Guadalajara,71
215565,S. Arfield,177.8,CA,Rangers FC,71
215565,S. Ribas,187.96,UY,Club Atlético Lanús,71
215565,A. Christiansen,175.26,DK,Malmö FF,71
215565,F. Aguilar,190.5,CO,Atlético Nacional,71
215565,O. Veigneau,175.26,FR,Kasimpaşa SK,71
215565,Gus Outomouro,175.26,BR,Internacional,71
215565,R. Czichos,187.96,DE,1. FC Köln,71
215565,Y. Atal,175.26,DZ,OGC Nice,71
215565,C. Doukouré,180.34,CI,Levante UD,71
215565,F. Sambueza,170.18,AR,Junior FC,71
215565,Juliano Mascarinhas,182.88,BR,Grêmio,71
215565,F. Rinaudo,175.26,AR,Gimnasia y Esgrima La Plata,71
215565,S. Schrijvers,180.34,BE,Club Brugge KV,71
215565,J. Ikoné,175.26,FR,LOSC Lille,71
215565,A. Smithies,187.96,GB,Cardiff City,71
215565,T. Ream,187.96,US,Fulham,71
215565,A. Maxim,177.8,RO,1. FSV Mainz 05,71
215565,N. Navarro,190.5,AR,San Lorenzo de Almagro,71
215565,A. Rispoli,187.96,IT,Palermo,71
215565,I. Baldé,190.5,SN,Real Oviedo,71
215565,Miguel Vieira,190.5,PT,CD Lugo,71
215565,L. Freeman,172.72,GB,Queens Park Rangers,71
215565,G. Hooper,175.26,GB,Sheffield Wednesday,71
215565,R. Emond,185.42,BE,Standard de Liège,71
215565,E. Terranova,185.42,IT,US Cremonese,71
215565,S. Dewaest,187.96,BE,KRC Genk,71
215565,Nélson Oliveira,185.42,PT,Norwich City,71
215565,A. Losilla,185.42,FR,VfL Bochum 1848,71
215565,F. Meza,182.88,CO,Tigres U.A.N.L.,71
215565,C. Mathenia,187.96,DE,1. FC Nürnberg,71
215565,O. Ntcham,180.34,FR,Celtic,71
215565,M. Knoll,182.88,DE,FC St. Pauli,71
215565,A. Bakasetas,180.34,GR,AEK Athens,71
215565,M. Barrios,162.56,CO,FC Dallas,71
215565,S. Salcedo,182.88,PY,Club Atlético Huracán,71
215565,Perdigão,185.42,BR,GD Chaves,71
215565,Galeno,182.88,BR,Rio Ave FC,71
215565,Bóveda,180.34,ES,Deportivo de La Coruña,71
215565,Marc Mateu,180.34,ES,CD Numancia,71
215565,G. Saville,175.26,GB-NIR,Middlesbrough,71
215565,R. Christie,177.8,gb-sct,Celtic,71
237692,P. Foden,170.18,GB,Manchester City,10
237692,T. Foket,177.8,BE,Stade de Reims,10
237692,P. Schiattarella,177.8,IT,SPAL,10
237692,F. Sørensen,193.04,DK,1. FC Köln,10
237692,D. Ward,190.5,gb-wls,Leicester City,10
237692,L. Diony,182.88,FR,AS Saint-Étienne,10
237692,R. Krunić,182.88,BA,Empoli,10
237692,Riesgo,185.42,ES,SD Eibar,10
237692,J. Howson,180.34,GB,Middlesbrough,10
237692,J. Van Damme,190.5,BE,Royal Antwerp FC,10
237692,M. Martins,187.96,BO,,10
237692,W. Faríñez,180.34,VE,Millonarios FC,10
237692,B. Dibassy,182.88,ML,Amiens SC,10
237692,T. Reginiussen,185.42,NO,Rosenborg BK,10
237692,G. Rivas,182.88,VE,Al Hilal,10
237692,Benjamin Meseira,180.34,BR,Chapecoense,10
237692,C. Ninga,185.42,TD,Stade Malherbe Caen,10
237692,M. Suttner,177.8,AT,Brighton & Hove Albion,10
237692,G. van der Wiel,182.88,NL,Toronto FC,10
237692,W. González,185.42,PY,Club León,10
237692,T. Hořava,182.88,CZ,Viktoria Plzeň,10
237692,P. Tachtsidis,190.5,GR,Nottingham Forest,10
237692,W. Saïd,170.18,FR,Dijon FCO,10
237692,E. Cerutti,177.8,AR,Independiente,10
237692,Gustavo Lobateiro,180.34,BR,Internacional,10
237692,Pere Milla,177.8,ES,SD Eibar,10
237692,J. Johansson,187.96,SE,Stade Rennais FC,10
237692,T. Murg,172.72,AT,SK Rapid Wien,10
237692,J. Ramírez,175.26,AR,Club Atlético Talleres,10
237692,F. Vicari,190.5,IT,SPAL,10
237692,K. Adams Nuhu,190.5,GH,TSG 1899 Hoffenheim,10
237692,P. Nardi,187.96,FR,KSV Cercle Brugge,10
237692,H. Magnússon,190.5,IS,PFC CSKA Moscow,10
237692,O. Edouard,187.96,FR,Celtic,10
237692,D. Rice,185.42,IE,West Ham United,10
237692,Evandro Rochedo,187.96,BR,Atlético Mineiro,10
237692,K. Westwood,187.96,IE,Sheffield Wednesday,10
237692,Bracali,185.42,BR,Boavista FC,10
237692,M. Sperduti,180.34,AR,Patronato,10
237692,Y. Gómez Andrade,187.96,CO,Unión de Santa Fe,10
237692,G. Peruzzi,177.8,AR,Boca Juniors,10
237692,Toni Villa,170.18,ES,Real Valladolid CF,10
237692,Y. Gordillo,175.26,CO,Independiente Santa Fe,10
237692,Ricardo,187.96,PT,Henan Jianye FC,10
237692,B. Sanneh,182.88,GM,RSC Anderlecht,10
237692,Michel Cruceiro,185.42,BR,Atlético Mineiro,10
237692,L. Burián,187.96,UY,Club Atlético Colón,10
237692,M. Tekdemir,177.8,TR,Medipol Başakşehir FK,10
237692,K. Lamprou,177.8,GR,Ajax,10
237692,I. Mbaye,187.96,SN,Bologna,10
237692,A. Browne,172.72,IE,Preston North End,10
237692,G. Pazzini,180.34,IT,Hellas Verona,10
237692,Eduardo,177.8,BR,SC Braga,10
237692,C. Santos,182.88,VE,Deportivo de La Coruña,10
237692,E. Mendy,198.12,SN,Stade de Reims,10
237692,M. Ngadeu-Ngadjui,190.5,CM,SK Slavia Praha,10
237692,L. Mazzitelli,182.88,IT,Genoa,10
237692,J. Lolley,177.8,GB,Nottingham Forest,10
237692,A. Traoré,175.26,BF,Atiker Konyaspor,10
237692,V. Stocker,177.8,CH,FC Basel 1893,10
237692,D. Alar,185.42,AT,SK Rapid Wien,10
237692,J. Añor,175.26,VE,Málaga CF,10
237692,A. Donis,177.8,GR,VfB Stuttgart,10
237692,M. Gazzola,182.88,IT,Parma,10
237692,F. Diagne,185.42,SN,Atiker Konyaspor,10
237692,S. Schaars,177.8,NL,SC Heerenveen,10
237692,M. Poundjé,180.34,FR,FC Girondins de Bordeaux,10
237692,F. Hinestroza,177.8,CO,Rionegro Águilas,10
237692,A. Hahn,185.42,DE,FC Augsburg,10
237692,V. Shepelev,182.88,UA,Dynamo Kyiv,10
237692,M. Leitner,175.26,DE,Norwich City,10
237692,R. Skov,182.88,DK,FC København,10
237692,B. Guzan,193.04,US,Atlanta United,10
237692,M. Mitrović,187.96,HR,Club Brugge KV,10
237692,A. Luthe,195.58,DE,FC Augsburg,10
237692,A. Traoré,170.18,CI,Göztepe SK,10
237692,N. Uysal,180.34,TR,Beşiktaş JK,10
237692,G. Donati,177.8,IT,1. FSV Mainz 05,10
237692,A. Ujah,182.88,NG,1. FSV Mainz 05,10
237692,A. Kravets,187.96,UA,Kayserispor,10
237692,Z. Tomašević,190.5,ME,KV Oostende,10
237692,M. Borjan,195.58,CA,,10
237692,S. Lukić,182.88,RS,Torino,10
237692,C. Goldson,190.5,GB,Rangers FC,10
237692,Rubén Alcaraz,180.34,ES,Real Valladolid CF,10
237692,L. Ulloa,187.96,AR,Pachuca,10
237692,Iván López,175.26,ES,Gimnàstic de Tarragona,10
237692,S. Amrabat,182.88,MA,Club Brugge KV,10
237692,M. Wöber,187.96,AT,Ajax,10
237692,F. Lucioni,185.42,IT,Lecce,10
237692,Calero,182.88,ES,Real Valladolid CF,10
237692,C. Marrugo,177.8,CO,Millonarios FC,10
237692,J. Forlín,180.34,AR,Real Oviedo,10
237692,L. Janson,170.18,AR,Toronto FC,10
237692,B. Bolingoli,180.34,BE,SK Rapid Wien,10
237692,Thiago Santana,182.88,BR,Santa Clara,10
237692,K. Rausch,182.88,RU,,10
237692,N. Etheridge,190.5,PH,Cardiff City,10
237692,Aitor Sanz,180.34,ES,CD Tenerife,10
237692,Frederico Venâncio,185.42,PT,Vitória Guimarães,10
237692,M. Grujić,190.5,RS,Hertha BSC,10
237692,M. Langerak,193.04,AU,Nagoya Grampus,10
237692,H. Manzala,177.8,cg,Angers SCO,10
237692,Paulinho,175.26,BR,BK Häcken,10
237692,W. Troost-Ekong,190.5,NG,Udinese,10
237692,D. Fagundez,172.72,UY,New England Revolution,10
237692,U. Demirok,190.5,TR,Atiker Konyaspor,10
237692,R. Kruse,180.34,AU,VfL Bochum 1848,10
237692,T. Matlaba,170.18,ZA,Orlando Pirates,10
237692,G. Banguera,187.96,CO,Atlético Huila,10
237692,A. Özbiliz,175.26,AM,Willem II,10
237692,S. Al Dawsari,175.26,SA,Al Hilal,10
237692,I. Success,182.88,NG,Watford,10
237692,A. Long,185.42,US,New York Red Bulls,10
237692,M. Škoda,190.5,CZ,SK Slavia Praha,10
237692,A. Diakhaby,187.96,FR,Huddersfield Town,10
237692,D. Kadah,185.42,TR,Göztepe SK,10
237692,A. Ríos,172.72,MX,Deportivo Toluca,10
237692,J. Mateta,193.04,FR,1. FSV Mainz 05,10
237692,F. Cacciatore,182.88,IT,Chievo Verona,10
237692,R. van Rhijn,177.8,NL,AZ Alkmaar,10
237692,R. Pérez,185.42,CO,Junior FC,10
237692,A. Baumjohann,177.8,DE,Western Sydney Wanderers,10
237692,R. Elm,182.88,SE,Kalmar FF,10
237692,H. Kaldırım,182.88,TR,Fenerbahçe SK,10
237692,F. Monetti,180.34,AR,Atlético Nacional,10
237692,K. Nababkin,182.88,RU,PFC CSKA Moscow,10
237692,S. Williams,185.42,IE,Millwall,10
237692,M. Stępiński,182.88,PL,Chievo Verona,10
237692,M. Pazdan,180.34,PL,Legia Warszawa,10
237692,T. Al Jassam,170.18,SA,Al Wehda,10
237692,M. Heller,175.26,DE,SV Darmstadt 98,10
237692,V. Pajot,180.34,FR,Angers SCO,10
237692,Y. Asad,177.8,AR,DC United,10
237692,Y. Banana,193.04,CM,,10
237692,W. Montillo,172.72,AR,Club Atlético Tigre,10
237692,L. Waldschmidt,180.34,DE,SC Freiburg,10
237692,Y. Makarenko,182.88,UA,RSC Anderlecht,10
237692,J. Mæhle,182.88,DK,KRC Genk,10
237692,A. Reach,185.42,GB,Sheffield Wednesday,10
237692,Y. Ayhan,193.04,TR,MKE Ankaragücü,10
237692,N. Skubic,177.8,SI,Atiker Konyaspor,10
237692,Frédéric Mendy,193.04,GW,Vitória de Setúbal,10
237692,D. Pizarro,170.18,CL,Universidad de Chile,10
237692,Pierrino Faria,190.5,BR,Santos,10
237692,Adrián González,182.88,ES,Málaga CF,10
237692,F. Tobio,185.42,AR,Deportivo Toluca,10
237692,R. Sigurðsson,187.96,IS,,10
237692,K. Reichel,185.42,DE,1. FC Union Berlin,10
237692,Nivo Serpinho,185.42,BR,Chapecoense,10
237692,M. Wagué,190.5,ML,Udinese,10
237692,M. Klich,182.88,PL,Leeds United,10
237692,A. Abdennour,187.96,TN,Olympique de Marseille,10
237692,B. Wood,180.34,US,Hannover 96,10
237692,Álex Pérez,190.5,ES,Real Sporting de Gijón,10
237692,G. Cano,175.26,AR,Independiente Medellín,10
237692,I. Arboleda,185.42,CO,Club Atlético Banfield,10
237692,A. Domínguez,195.58,EC,Vélez Sarsfield,10
237692,O. Kragl,180.34,DE,Foggia,10
237692,José Rodríguez,180.34,ES,Fortuna Sittard,10
237692,F. Pardo,177.8,CO,Olympiacos CFP,10
237692,R. Doan,172.72,JP,FC Groningen,10
237692,O. Hiljemark,182.88,SE,Genoa,10
