name,gender,height,category,subcat1,subcat2,extras
suchitra pillai,f,167.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-08-27', 'deathDate': None}"
sue cleaver,f,177.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sue johnston,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sue nicholls,f,173.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1943-11-23', 'deathDate': None}"
sufe bradshaw,f,169.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sugar lyn beard,f,150.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-08-27', 'deathDate': None}"
suggs,m,152.0,Celebrity,singer,pop,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1961-01-13', 'deathDate': None}"
sujata day,f,160.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
suki waterhouse,f,170.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1992-01-05', 'deathDate': None}"
sultan kosen,m,251.0,Celebrity,Pornographic Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sumalatha,f,169.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1963-08-27', 'deathDate': None}"
sumalee montano,f,157.0,Celebrity,Actress,voice,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1972-08-03', 'deathDate': None}"
summer bishil,f ,157.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-07-17', 'deathDate': None}"
sundeep kishan,m,175.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-05-07', 'deathDate': None}"
suneil anulld,m,175.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1956-06-30', 'deathDate': None}"
sunetra sarker,f,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sung hoon,m,185.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-02-14', 'deathDate': None}"
sunil grover,m,175.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1977-08-03', 'deathDate': None}"
sunita mani,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sunny hostin,f,160.0,Celebrity,lawyer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-10-20', 'deathDate': None}"
supriya devi,f,159.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
suranne jones,f,171.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1978-08-27', 'deathDate': None}"
surbhi chandna,f,157.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1989-09-11', 'deathDate': None}"
surbhi jyoti,f,160.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-05-29', 'deathDate': None}"
suresh oberoi,m,170.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1946-12-17', 'deathDate': None}"
surveen chawla,f,160.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1984-08-01', 'deathDate': None}"
susan blakely,f,174.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1948-09-07', 'deathDate': None}"
susan cabot,f,157.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1927-07-09', 'deathDate': '1986-12-10'}"
susan calman,f,145.0,Celebrity,comedian,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-11-06', 'deathDate': None}"
susan denberg,f,168.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1944-08-02', 'deathDate': None}"
susan egan,f,161.0,Celebrity,Actress,stage,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-02-18', 'deathDate': None}"
susan george,f,161.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan hampshire,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1937-05-12', 'deathDate': None}"
susan haskell,f,174.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-06-10', 'deathDate': None}"
susan hayward,f,160.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan howard,f,164.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan kelechi watson,f,164.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-11-11', 'deathDate': None}"
susan lynch,f,164.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan may pratt,f,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-02-08', 'deathDate': None}"
susan misner,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1971-02-08', 'deathDate': None}"
susan strasberg,f,163.0,Celebrity,Actress,stage,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1938-05-22', 'deathDate': '1999-01-21'}"
susan sullivan,f,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan tully,f,161.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan tyrrell,f,159.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1945-03-18', 'deathDate': '2012-06-16'}"
susan ward,f,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susan yeagley,f,169.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1971-02-27', 'deathDate': None}"
susanna reid,f,161.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-12-10', 'deathDate': None}"
susanna thompson,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susannah constantine,f,171.0,Celebrity,journalist,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susannah fielding,f,167.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-06-10', 'deathDate': None}"
susannah flood,f,170.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susannah york,f,169.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1939-01-09', 'deathDate': '2011-01-15'}"
sushmita sen,f,171.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susie abromeit,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susie amy,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-04-17', 'deathDate': None}"
susie dent,f,170.0,Celebrity,show,game,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
susie essman,f,157.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1955-05-31', 'deathDate': None}"
suzanna leigh,f ,164.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1945-07-26', 'deathDate': '2017-12-11'}"
suzee pai,f,165.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1962-08-08', 'deathDate': None}"
suzie plakson,f,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1958-06-03', 'deathDate': None}"
suzy kendall,f,163.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
suzy parker,f,175.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
suzzanne douglas,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1957-04-12', 'deathDate': '2021-07-06'}"
svetlana khodchenkova,f,180.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-01-21', 'deathDate': None}"
swae lee,m,174.0,Celebrity,Rapper,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-06-07', 'deathDate': None}"
swastika mukherjee,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-12-13', 'deathDate': None}"
swoosie kurtz,f,162.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1944-09-06', 'deathDate': None}"
sydelle noel,f,175.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sydney park,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-10-31', 'deathDate': None}"
sydney sierota,f,160.0,Celebrity,singer,pop,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sydney sweeney,f,165.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
sylvia hoeks,f,172.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-06-01', 'deathDate': None}"
sylvia kristel,f,175.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1952-09-28', 'deathDate': '2012-10-18'}"
sylvia miles,f,166.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1924-09-09', 'deathDate': '2019-06-12'}"
sylvia sidney,f,157.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
synnove karlsen,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-07-30', 'deathDate': None}"
sza,f,162.0,Celebrity,singer,r&b,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1989-11-08', 'deathDate': None}"
t&apos;nia miller,f,170.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
t.j. miller,m,188.0,Celebrity,comedian,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-06-04', 'deathDate': None}"
t.r. knight,m,168.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1973-03-26', 'deathDate': None}"
t.v. carpio,f,157.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ta&apos;rhonda jones,f,170.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-07-12', 'deathDate': None}"
ta'rhonda jones,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taapsee pannu,f,165.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-08-01', 'deathDate': None}"
tabrett bethell,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tacko fall,m,227.0,Celebrity,basketball,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tahar rahim,m,173.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-07-04', 'deathDate': None}"
tahir raj bhasin,m,173.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-04-21', 'deathDate': None}"
tahlia paris,f,163.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-10-12', 'deathDate': None}"
tahmoh penikett,m,180.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-05-20', 'deathDate': None}"
tahnee welch,f,165.0,Celebrity,member,family,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1961-12-26', 'deathDate': None}"
taika waititi,m,184.0,Celebrity,movies,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-08-16', 'deathDate': None}"
taj atwal,f,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tala ashe,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
talia balsam,f,173.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
talia jackson,f,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
talisa soto,f,169.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tallia storm,f,188.0,Celebrity,singer,pop,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1998-10-30', 'deathDate': None}"
tallulah bankhead,f,159.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1902-01-31', 'deathDate': '1968-12-12'}"
tallulah greive,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-10-23', 'deathDate': None}"
tallulah haddon,f,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-09-09', 'deathDate': None}"
talulah riley,f,172.0,Celebrity,movies,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-09-26', 'deathDate': None}"
tamannaah bhatia,f,163.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1989-12-21', 'deathDate': None}"
tamara braun,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tamara dobson,f,188.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1947-05-14', 'deathDate': '2006-10-02'}"
tamara duarte,f,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1991-12-12', 'deathDate': None}"
tamara feldman,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tamara gorski,f,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-11-21', 'deathDate': None}"
tamara hope,f,177.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1984-11-02', 'deathDate': None}"
tamara podemski,f,173.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1977-10-16', 'deathDate': None}"
tamara tunie,f,173.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1959-03-14', 'deathDate': None}"
tamaryn payne,f,166.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tami roman,f,175.0,Celebrity,star,reality,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tamla kari,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-07-27', 'deathDate': None}"
tammin sursok,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tammy abraham,m,193.0,Celebrity,Soccer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-10-02', 'deathDate': None}"
tammy blanchard,f,166.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1976-12-14', 'deathDate': None}"
tammy faye bakker,f,150.0,Celebrity,leader,religious,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1942-03-07', 'deathDate': '2007-07-20'}"
tammy lauren,f,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-11-16', 'deathDate': None}"
tammy locke,f,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1959-09-19', 'deathDate': None}"
tammy lynn michaels,f,161.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-11-26', 'deathDate': None}"
tamra judge,f,161.0,Celebrity,producer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1967-09-02', 'deathDate': None}"
tamsen mcdonough,f,173.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tamsin egerton,f,178.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-11-26', 'deathDate': None}"
tamzin merchant,f,165.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-03-04', 'deathDate': None}"
tana mongeau,f,166.0,Celebrity,star,youtube,"{'net_worth': 4000000.0, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tanay chheda,m,173.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-06-27', 'deathDate': None}"
tanc sade,m,183.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tania saulnier,f,168.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1982-03-05', 'deathDate': None}"
tanikella bharani,m,170.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1954-07-14', 'deathDate': None}"
tanisha harper,f,175.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tanit phoenix,f,175.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-09-24', 'deathDate': None}"
tanjareen thomas,f,175.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tanya burr,f,163.0,Celebrity,Actress,tv,"{'net_worth': 2000000.0, 'gender': null, 'nationality': 'gb', 'birthday': '1989-06-09', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
