name,net_worth,gender,nationality,birthday,age,is_alive,death,birthDate,deathDate,category,height
michael parkinson,12000000.0,male,gb,1935-03-28,88.0,1.0,,,,'presenter',
michael rady,600000.0,male,us,1981-08-20,41.0,1.0,,,,'actor',183.0
michael pitt,6000000.0,male,us,1981-04-10,42.0,1.0,,,,'actor',180.0
michael richards,30000000.0,male,us,1949-07-24,73.0,1.0,,,,'comedian',191.0
michael rooker,8000000.0,male,us,1955-04-06,68.0,1.0,,,,'actor',178.0
michael rosenbaum,2000000.0,male,us,1972-07-11,50.0,1.0,,,,'actor',183.0
michael rapaport,12000000.0,male,us,1970-03-20,53.0,1.0,,,,'actor',193.00000000000003
michael seater,2000000.0,male,ca,1987-01-15,36.0,1.0,,,,'actor',
michael sheen,16000000.0,male,gb,1969-02-05,54.0,1.0,,,,'actor',175.0
michael schur,100000000.0,male,us,1975-10-29,47.0,1.0,,,,'actor',
michael schoeffling,500000.0,male,us,1960-12-10,62.0,1.0,,,,'model',183.0
michael shannon,8000000.0,male,us,1974-08-07,48.0,1.0,,,,'actor',190.0
michael shanks,2000000.0,male,ca,1970-12-15,52.0,1.0,,,,'actor',183.0
michael stipe,75000000.0,male,us,1960-01-04,63.0,1.0,,,,'singer',175.0
michael urie,3000000.0,male,us,1980-08-08,42.0,1.0,,,,'actor',
michael strahan,65000000.0,male,us,1971-11-21,51.0,1.0,,,,'american_football_player',196.0
michael vartan,8000000.0,male,us,1968-11-27,54.0,1.0,,,,'actor',183.0
michael trevino,4000000.0,male,us,1985-01-25,38.0,1.0,,,,'actor',175.0
michael warren,5000000.0,male,us,1946-03-05,77.0,1.0,,,,'actor',
michael weatherly,45000000.0,male,us,1968-07-08,55.0,1.0,,,,'actor',187.0
michael welch,3000000.0,male,us,1987-07-25,35.0,1.0,,,,'actor',177.0
michael york,12000000.0,male,us,1942-03-27,81.0,1.0,,,,'actor',180.0
michael zegen,4000000.0,male,us,,,,,,,'actor',
michaela watkins,3000000.0,female,us,1971-12-14,51.0,1.0,,,,'actor',
michael winner,45000000.0,male,gb,1935-10-30,87.0,1.0,,,,'film_director',
michael winslow,1500000.0,male,us,1958-09-06,64.0,1.0,,,,'comedian',182.0
michaela conlin,4000000.0,female,us,1978-06-09,45.0,1.0,,,,'actor',172.0
michele lee,8000000.0,female,us,1942-06-24,81.0,1.0,,,,'singer',172.0
michele tafoya,2000000.0,female,us,1964-12-17,58.0,1.0,,,,'journalist',
michelle beadle,8000000.0,female,it,1975-10-23,47.0,1.0,,,,'presenter',173.0
michelle dockery,4000000.0,female,gb,1981-12-15,41.0,1.0,,,,'actor',173.0
michelle fairley,3000000.0,female,gb,1964-01-17,59.0,1.0,,,,'actor',165.0
michelle branch,15000000.0,female,us,1983-07-02,40.0,1.0,,,,'singer',168.00000000000003
michelle gayle,7000000.0,female,gb,1971-02-02,52.0,1.0,,,,'singer',165.0
michelle forbes,3000000.0,female,us,1965-01-08,58.0,1.0,,,,'actor',176.0
michelle hurd,3000000.0,female,us,1966-12-21,56.0,1.0,,,,'actor',
michelle keegan,4000000.0,female,gb,1987-06-03,36.0,1.0,,,,'actor',163.0
michelle mcmanus,6000000.0,female,gb,1980-05-08,43.0,1.0,,,,'singer',155.0
michelle mone,60000000.0,female,gb,1971-10-07,51.0,1.0,,,,'entrepreneur',
michelle mylett,2000000.0,,,,,,,,,nan,
michelle pfeiffer,250000000.0,female,us,1958-04-29,65.0,1.0,,,,'actor',171.0
michelle rodriguez,25000000.0,female,us,1978-07-12,44.0,1.0,,,,'actor',165.0
michelle monaghan,16000000.0,female,us,1976-03-23,47.0,1.0,,,,'actor',170.00000000000003
michelle stafford,15000000.0,female,us,1965-09-14,57.0,1.0,,,,'actor',172.0
michelle obama,70000000.0,female,us,1964-01-17,59.0,1.0,,,,'lawyer',180.0
michelle trachtenberg,9000000.0,female,us,1985-10-11,37.0,1.0,,,,'actor',171.0
michelle phillips,10000000.0,female,us,1944-06-04,79.0,1.0,,,,'actor',170.00000000000003
michelle visage,2000000.0,female,us,1968-09-20,54.0,1.0,,,,'singer',
michelle williams (destiny's child),10000000.0,female,us,1979-07-23,43.0,1.0,,,,'singer',175.0
mick foley,18000000.0,male,us,1965-06-07,58.0,1.0,,,,'writer',188.0
mick mars,70000000.0,male,us,1951-05-04,72.0,1.0,,,,'guitarist',175.0
michelle wie,12000000.0,female,us,1989-10-11,33.0,1.0,,,,'golfer',185.0
mick hucknall,60000000.0,male,gb,1960-06-08,63.0,1.0,,,,'singer',180.0
michelle yeoh,40000000.0,female,my,1962-08-06,60.0,1.0,,,,'actor',163.0
michiel huisman,3000000.0,male,nl,1981-07-18,41.0,1.0,,,,'actor',
mick fleetwood,30000000.0,male,us,1947-06-24,76.0,1.0,,,,'musician',195.00000000000003
mick jagger,500000000.0,male,gb,1943-07-26,79.0,1.0,,,,'singer',178.0
mickey rourke,10000000.0,male,us,1952-09-16,70.0,1.0,,,,'actor',180.0
micky dolenz,9000000.0,male,us,1945-03-08,78.0,1.0,,,,'singer',182.0
miesha tate,6000000.0,female,us,1986-08-18,36.0,1.0,,,,'mixed_martial_artist',169.0
juan-miguel villar mir,2700000000.0,,,,,,,,,nan,
mickey rooney,20000.0,male,us,1920-09-23,93.0,0.0,2014-04-06,,,'actor',157.0
tamika catchings,300000.0,female,us,1979-07-21,43.0,1.0,,,,'basketball_player',188.0
mika brzezinski,20000000.0,female,us,1967-05-02,56.0,1.0,,,,'journalist',165.0
miguel ferrer,4000000.0,male,us,1955-02-07,68.0,1.0,,,,'actor',183.0
mike colter,2000000.0,male,us,1976-08-26,46.0,1.0,,,,'actor',
mike epps,5000000.0,male,us,1970-11-18,52.0,1.0,,,,'actor',187.0
mike lookinland,2000000.0,male,us,1960-12-19,62.0,1.0,,,,'actor',172.0
mike connors,6000000.0,male,us,1925-08-15,97.0,1.0,,,,'actor',
mike myers,200000000.0,male,ca,1963-05-25,60.0,1.0,,,,'actor',173.0
mike o'malley,15000000.0,male,us,1966-10-31,56.0,1.0,,,,'actor',178.0
mike patton,25000000.0,male,us,1968-01-27,55.0,1.0,,,,'musician',
mike farrell,10000000.0,male,us,1939-02-06,84.0,1.0,,,,'actor',190.0
mike judge,75000000.0,male,us,1962-10-17,60.0,1.0,,,,'cartoonist',182.0
mike rutherford,60000000.0,male,gb,1950-10-02,72.0,1.0,,,,'songwriter',191.0
mike smith,12000000.0,male,us,1959-06-13,64.0,1.0,,,,'coach',
mike tyson,10000000.0,male,us,1966-06-30,57.0,1.0,,,,'professional_boxer',178.0
mike pence,1000000.0,,,,,,,,,nan,
mike posner,8000000.0,male,us,1988-02-12,35.0,1.0,,,,'singer',185.0
mike vogel,1000000.0,male,us,1979-07-17,43.0,1.0,,,,'actor',178.0
mike rowe,30000000.0,male,us,1962-03-18,61.0,1.0,,,,'presenter',183.0
mike vitar,300000.0,male,us,1978-12-21,44.0,1.0,,,,'actor',
mikhail baryshnikov,45000000.0,male,us,1948-01-27,75.0,1.0,,,,'actor',168.00000000000003
mike white,4000000.0,male,us,1970-06-28,53.0,1.0,,,,'screenwriter',175.0
miko hughes,500000.0,male,us,1986-02-22,37.0,1.0,,,,'voice_actor',160.0
mila kunis,75000000.0,female,ua,1983-08-14,39.0,1.0,,,,'actor',163.0
milana vayntrub,3000000.0,female,,,,,,,,'actor',
miles o'keeffe,4000000.0,male,us,1954-06-20,69.0,1.0,,,,'actor',
miles davis,19000000.0,male,us,1926-05-26,65.0,0.0,1991-09-28,,,'bandleader',169.0
miley cyrus,160000000.0,female,us,1992-11-23,30.0,1.0,,,,'actor',165.0
milind soman,20000000.0,male,in,1965-11-04,57.0,1.0,,,,'model',180.0
milla jovovich,50000000.0,female,us,1975-12-17,47.0,1.0,,,,'supermodel',174.0
millie bobby brown,10000000.0,,,,,,,,,nan,
miles teller,10000000.0,male,us,1987-02-20,36.0,1.0,,,,'actor',183.0
millie mackintosh,4000000.0,female,,,,,,,,'actor',
milo yiannopoulos,-2000000.0,,,,,,,,,nan,
milton berle,2000000.0,male,us,1908-07-12,93.0,0.0,2002-03-27,,,'comedian',177.0
milos raonic,12000000.0,male,ca,1990-12-27,32.0,1.0,,,,'tennis_player',196.0
mimi rogers,10000000.0,female,us,1956-01-27,67.0,1.0,,,,'actor',174.0
milo ventimiglia,12000000.0,male,us,1977-07-08,46.0,1.0,,,,'actor',178.0
mindy cohn,1000000.0,female,us,1966-05-20,57.0,1.0,,,,'actor',
mindy kaling,35000000.0,female,us,1979-06-24,44.0,1.0,,,,'actor',163.0
mindy mccready,50000.0,female,us,1975-11-30,47.0,1.0,,,,'singer',173.0
mindy sterling,4000000.0,female,us,1953-07-11,69.0,1.0,,,,'actor',
ming-na wen,5000000.0,female,us,1963-11-20,59.0,1.0,,,,'actor',163.0
minka kelly,5000000.0,female,us,1980-06-24,43.0,1.0,,,,'actor',165.0
minnie driver,16000000.0,female,gb,1970-01-31,53.0,1.0,,,,'actor',178.0
mira furlan,1500000.0,female,hr,1955-09-07,67.0,1.0,,,,'actor',168.00000000000003
mira sorvino,16000000.0,female,us,1967-09-28,55.0,1.0,,,,'actor',178.0
miranda cosgrove,10000000.0,female,us,1993-05-14,30.0,1.0,,,,'actor',168.00000000000003
miranda hart,4000000.0,female,gb,1972-12-14,50.0,1.0,,,,'writer',185.0
miranda kerr,60000000.0,female,au,1983-04-20,40.0,1.0,,,,'fashion_model',175.0
miranda otto,4000000.0,female,au,1967-12-16,55.0,1.0,,,,'actor',165.0
miranda may,1000000.0,,,,,,,,,nan,
miranda richardson,8000000.0,female,gb,1958-03-03,65.0,1.0,,,,'actor',165.0
mircea monroe,2000000.0,female,us,1982-11-28,40.0,1.0,,,,'actor',168.00000000000003
miranda lambert,60000000.0,female,us,1983-11-10,39.0,1.0,,,,'singer-songwriter',163.0
miriam mcdonald,3000000.0,female,ca,1987-07-26,35.0,1.0,,,,'actor',170.00000000000003
miriam margolyes,6000000.0,female,au,1941-05-18,82.0,1.0,,,,'actor',155.0
mireille enos,10000000.0,female,us,1975-09-22,47.0,1.0,,,,'actor',157.0
mischa barton,2500000.0,female,us,1986-01-24,37.0,1.0,,,,'actor',175.0
misha collins,2000000.0,male,us,1974-08-20,48.0,1.0,,,,'actor',180.0
missi pyle,3000000.0,female,us,1972-11-16,50.0,1.0,,,,'actor',180.0
missy elliott,50000000.0,female,us,1971-07-01,52.0,1.0,,,,'singer',157.0
mitch glazer,20000000.0,male,us,1953,,,,,,'film_producer',
mitch pileggi,3000000.0,male,us,1952-04-05,71.0,1.0,,,,'actor',187.0
mitchel musso,3000000.0,male,us,1991-07-09,31.0,1.0,,,,'actor',170.00000000000003
missy peregrym,3000000.0,female,ca,1982-06-16,41.0,1.0,,,,'model',166.0
mithun chakraborty,40000000.0,male,in,1950-06-16,73.0,1.0,,,,'actor',183.0
mitzi gaynor,50000000.0,female,us,1931-09-04,91.0,1.0,,,,'singer',167.0
mo farah,5000000.0,male,gb,1983-03-23,40.0,1.0,,,,'track_and_field_athlete',165.0
mo rocca,3000000.0,male,us,1969-01-28,54.0,1.0,,,,'comedian',183.0
moby,25000000.0,male,us,1965-09-11,57.0,1.0,,,,'disc_jockey',171.0
moe howard,10000000.0,male,us,1897-06-19,77.0,0.0,1975-05-04,,,'comedian',163.0
mohamed salah,90000000.0,,,,,,,,,nan,
moises arias,600000.0,male,us,1994-04-18,29.0,1.0,,,,'actor',155.0
moises arias,600000.0,male,us,1994-04-18,29.0,1.0,,,,'actor',155.0
moira kelly,2000000.0,female,us,1968-03-06,55.0,1.0,,,,'actor',162.0
molly ephraim,1000000.0,female,us,1986-05-22,37.0,1.0,,,,'actor',
molly parker,2000000.0,female,ca,1972-06-30,51.0,1.0,,,,'actor',165.0
molly sims,20000000.0,female,us,1973-05-25,50.0,1.0,,,,'model',177.0
molly shannon,7000000.0,female,us,1964-09-16,58.0,1.0,,,,'actor',165.0
molly ringwald,11000000.0,female,us,1968-02-18,55.0,1.0,,,,'actor',173.0
monet mazur,2000000.0,female,us,1976-04-17,47.0,1.0,,,,'actor',175.0
monica bellucci,45000000.0,female,it,1964-09-30,58.0,1.0,,,,'actor',171.0
monica puig,2000000.0,,,,,,,,,nan,
monica keena,500000.0,female,us,1979-05-25,44.0,1.0,,,,'actor',155.0
monica potter,3000000.0,female,us,1971-06-30,52.0,1.0,,,,'actor',170.00000000000003
monica calhoun,5000000.0,female,us,1971-07-29,51.0,1.0,,,,'actor',163.0
monica raymund,4000000.0,female,us,1986-07-26,36.0,1.0,,,,'actor',170.00000000000003
monique alexander,2000000.0,female,us,1982-05-26,41.0,1.0,,,,'pornographic_actor',165.0
monique coleman,2000000.0,female,us,1980-11-13,42.0,1.0,,,,'singer',157.0
montell jordan,500000.0,male,us,1968-12-03,54.0,1.0,,,,'singer',202.99999999999997
montel williams,10000000.0,male,us,1956-07-03,67.0,1.0,,,,'actor',187.0
moran atias,4000000.0,female,il,1981-04-09,42.0,1.0,,,,'fashion_model',175.0
morgan freeman,250000000.0,male,us,1937-06-01,86.0,1.0,,,,'actor',188.0
morgan fairchild,20000000.0,female,us,1950-02-03,73.0,1.0,,,,'actor',163.0
morena baccarin,8000000.0,female,us,1979-06-02,44.0,1.0,,,,'actor',171.0
morgan stewart,5000000.0,,,,,,,,,nan,
morris chestnut,6000000.0,male,us,1969-01-01,54.0,1.0,,,,'actor',183.0
morten harket,60000000.0,male,no,1959-09-14,63.0,1.0,,,,'singer',182.0
moses ingram,500000.0,,,,,,,,,nan,
neil morrissey,5800000.0,male,gb,1962-07-04,61.0,1.0,,,,'actor',191.0
neil morrissey,5800000.0,male,gb,1962-07-04,61.0,1.0,,,,'actor',191.0
mos def,1500000.0,male,us,1973-12-11,49.0,1.0,,,,'actor',177.0
mr. t,1000000.0,male,us,1952-05-21,71.0,1.0,,,,'wrestler',178.0
muhammad ali,50000000.0,male,us,1942-01-17,74.0,0.0,2016-06-03,,,'professional_boxer',191.0
mukesh ambani,76000000000.0,male,in,1957-04-19,66.0,1.0,,,,'businessperson',169.0
muggsy bogues,15000000.0,male,us,1965-01-09,58.0,1.0,,,,'basketball_player',160.0
murphy lee,3500000.0,male,us,1978-12-18,44.0,1.0,,,,'musician',169.0
murray hamilton,4000000.0,male,us,1923-03-24,63.0,0.0,1986-09-01,,,'actor',178.0
muse watson,2000000.0,male,us,1948-07-20,74.0,1.0,,,,'actor',185.0
mykelti williamson,2000000.0,male,us,1957-03-04,66.0,1.0,,,,'actor',187.0
mya,4000000.0,female,us,1979-10-10,43.0,1.0,,,,'singer',164.0
myleene klass,4000000.0,female,gb,1978-04-06,45.0,1.0,,,,'presenter',164.0
virna lisi,5000000.0,female,it,1936-11-08,86.0,1.0,,,,'actor',165.0
virna lisi,5000000.0,female,it,1936-11-08,86.0,1.0,,,,'actor',165.0
duke ihenacho,2000000.0,male,us,,,,,,,'american_football_player',185.0
nadia bjorlin,2000000.0,female,us,1980-08-02,42.0,1.0,,,,'actor',173.0
nadia sawalha,4000000.0,female,gb,1964-11-18,58.0,1.0,,,,'presenter',
nadine velazquez,3000000.0,female,us,1978-11-20,44.0,1.0,,,,'actor',164.0
nadine coyle,13000000.0,female,ie,1985-06-15,38.0,1.0,,,,'singer',165.0
najwa karam,55000000.0,female,lb,1966-02-26,57.0,1.0,,,,'singer',
nana visitor,4000000.0,female,us,1957-07-26,65.0,1.0,,,,'actor',172.0
nancy allen,8000000.0,female,us,1950-06-24,73.0,1.0,,,,'actor',168.00000000000003
nancy cartwright,80000000.0,female,us,1957-10-25,65.0,1.0,,,,'actor',152.0
nancy kwan,4000000.0,female,us,1939-05-19,84.0,1.0,,,,'actor',160.0
nancy mckeon,6000000.0,female,us,1966-04-04,57.0,1.0,,,,'actor',168.00000000000003
nancy o'dell,16000000.0,female,us,1966-02-25,57.0,1.0,,,,'journalist',177.0
nancy giles,5000000.0,female,us,1960-07-17,62.0,1.0,,,,'comedian',
nancy grace,25000000.0,female,us,1959-10-23,63.0,1.0,,,,'lawyer',155.0
nancy reagan,25000000.0,female,us,1921-07-06,94.0,0.0,2016-03-06,,,'actor',163.0
nancy sinatra,50000000.0,female,us,1940-06-08,83.0,1.0,,,,'singer',160.0
nancy stafford,5000000.0,female,us,1954-06-05,69.0,1.0,,,,'actor',175.0
nancy travis,2000000.0,female,us,1961-09-21,61.0,1.0,,,,'actor',162.0
ananda krishnan,11800000000.0,male,my,1938-04-01,85.0,1.0,,,,'businessperson',
naomi battrick,400000.0,female,,,,,,,,'actor',
nani,30000000.0,male,pt,1986-11-17,36.0,1.0,,,,'football_player',175.0
naomi scott,3000000.0,female,gb,1993-05-06,30.0,1.0,,,,'actor',167.0
naomi campbell,80000000.0,female,gb,1970-05-22,53.0,1.0,,,,'model',177.0
naomie harris,4000000.0,female,gb,1976-09-06,46.0,1.0,,,,'actor',173.0
naomi osaka,25000000.0,,,,,,,,,nan,
naomi watts,30000000.0,female,au,1968-09-28,54.0,1.0,,,,'actor',164.0
nargis fakhri,12000000.0,female,us,1979-10-20,43.0,1.0,,,,'model',175.0
nargis fakhri,12000000.0,female,us,1979-10-20,43.0,1.0,,,,'model',175.0
walter afanasieff,100000000.0,male,us,1958-02-10,65.0,1.0,,,,'songwriter',
naseeruddin shah,50000000.0,male,in,1950-07-20,72.0,1.0,,,,'actor',178.0
nat faxon,6000000.0,male,us,1975,,,,,,'actor',
nat king cole,27000000.0,male,us,1919-03-17,45.0,0.0,1965-02-15,,,'singer',185.0
nat wolff,3000000.0,male,us,1994-12-17,28.0,1.0,,,,'actor',185.0
natalia dyer,2000000.0,,,,,,,,,nan,
nasim pedrad,3000000.0,female,ir,1981-11-18,41.0,1.0,,,,'actor',
natalia jimenez,10000000.0,female,es,1981-12-29,41.0,1.0,,,,'singer-songwriter',
nastassja kinski,20000000.0,female,de,1961-01-24,62.0,1.0,,,,'actor',169.0
natalia kills,5000000.0,female,gb,1986-08-15,36.0,1.0,,,,'actor',162.0
natalia vodianova,50000000.0,female,ru,1982-02-28,41.0,1.0,,,,'model',178.0
natalie alyn lind,3000000.0,female,,2000-06-21,23.0,1.0,,,,'actor',
natalie bassingthwaighte,10000000.0,female,au,1975-09-01,47.0,1.0,,,,'actor',
natalie dormer,6000000.0,female,gb,1982-02-11,41.0,1.0,,,,'actor',168.00000000000003
natalie dormer,6000000.0,female,gb,1982-02-11,41.0,1.0,,,,'actor',168.00000000000003
natalia tena,5000000.0,female,gb,1984-11-01,38.0,1.0,,,,'actor',166.0
natalie gulbis,4000000.0,female,us,1983-01-07,40.0,1.0,,,,'golfer',175.0
natalie cole,5000000.0,female,us,1950-02-06,73.0,1.0,,,,'singer',175.0
natalie imbruglia,14000000.0,female,au,1975-02-04,48.0,1.0,,,,'singer',162.0
natalie martinez,4000000.0,female,us,1984-07-12,38.0,1.0,,,,'model',172.0
natalie morales,16000000.0,female,tw,1972-06-06,51.0,1.0,,,,'journalist',160.0
natalie nunn,325000.0,female,us,1984-12-26,38.0,1.0,,,,'tv_personality',168.00000000000003
natalie portman,90000000.0,female,il,1981-06-09,42.0,1.0,,,,'actor',160.0
natalie schafer,10000000.0,female,us,1900-11-05,90.0,0.0,1991-04-10,,,'actor',
natascha mcelhone,5000000.0,female,gb,1969-12-14,53.0,1.0,,,,'actor',173.0
natasha bedingfield,13000000.0,female,gb,1981-11-26,41.0,1.0,,,,'singer-songwriter',168.00000000000003
natalie wood,2500000.0,female,us,1938-07-20,43.0,0.0,1981-11-29,,,'actor',152.0
natasha henstridge,14500000.0,female,ca,1974-08-15,48.0,1.0,,,,'actor',178.0
natasha melnick,400000.0,female,us,1984-04-10,39.0,1.0,,,,'actor',172.0
natasha leggero,2000000.0,female,us,1974-03-26,49.0,1.0,,,,'comedian',155.0
natasha lyonne,5000000.0,female,us,1979-04-04,44.0,1.0,,,,'actor',160.0
natassia malthe,2000000.0,female,no,1974-01-19,49.0,1.0,,,,'actor',165.0
natasha poly,14000000.0,female,ru,1985-07-12,37.0,1.0,,,,'model',178.0
nate robinson,9000000.0,male,us,1984-05-31,39.0,1.0,,,,'american_football_player',175.0
nate ruess,10000000.0,male,us,1982-02-26,41.0,1.0,,,,'musician',174.0
natasia demetriou,3000000.0,,,,,,,,,nan,
natasha richardson,15000000.0,female,us,1963-05-11,45.0,0.0,2009-03-18,,,'actor',172.0
nathalia ramos,3000000.0,female,es,1992-07-03,31.0,1.0,,,,'actor',163.0
nate parker,3000000.0,male,us,1979-11-18,43.0,1.0,,,,'actor',175.0
nathalie emmanuel,4000000.0,female,gb,1989-03-02,34.0,1.0,,,,'actor',170.00000000000003
nathalie kelley,500000.0,female,au,1985-03-03,38.0,1.0,,,,'actor',170.00000000000003
nathan fillion,18000000.0,male,ca,1971-03-27,52.0,1.0,,,,'actor',187.0
nathan kress,1500000.0,male,us,1992-11-18,30.0,1.0,,,,'actor',170.00000000000003
nathan lane,18000000.0,male,us,1956-02-03,67.0,1.0,,,,'actor',165.0
nathan jones,2000000.0,,,,,,,,,nan,
naturi naughton,800000.0,female,us,1984-05-20,39.0,1.0,,,,'actor',
nathan west,2000000.0,male,us,1978-09-29,44.0,1.0,,,,'actor',
naveen andrews,10000000.0,male,us,1969-01-17,54.0,1.0,,,,'actor',175.0
nazanin boniadi,2000000.0,female,gb,1980-05-22,43.0,1.0,,,,'actor',162.0
nawazuddin siddiqui,20000000.0,male,in,1974-05-19,49.0,1.0,,,,'actor',168.00000000000003
naya rivera,5000000.0,female,us,1987-01-12,33.0,0.0,2020-07-08,,,'singer',165.0
ne-yo,9000000.0,male,us,1982-10-18,40.0,1.0,,,,'singer',175.0
neal mcdonough,7000000.0,male,us,1966-02-13,57.0,1.0,,,,'actor',183.0
ned beatty,5000000.0,male,us,1937-07-06,86.0,1.0,,,,'actor',173.0
neil degrasse tyson,5000000.0,male,us,1958-10-05,64.0,1.0,,,,'astronomer',188.0
neil diamond,200000000.0,male,us,1941-01-24,82.0,1.0,,,,'singer-songwriter',183.0
neil flynn,8000000.0,male,us,1960-11-13,62.0,1.0,,,,'actor',196.0
neil hannon,10000000.0,male,gb,1970-11-07,52.0,1.0,,,,'singer',
neil patrick harris,50000000.0,male,us,1973-06-15,50.0,1.0,,,,'actor',183.0
neil tennant,14000000.0,male,gb,1954-07-10,68.0,1.0,,,,'singer',
neil sedaka,100000000.0,male,us,1939-03-13,84.0,1.0,,,,'musician',165.0
nelsan ellis,3000000.0,male,us,1978-11-30,44.0,1.0,,,,'actor',178.0
nell carter,2000000.0,female,us,1948-09-13,54.0,0.0,2003-01-23,,,'singer',150.0
neil young,80000000.0,male,ca,1945-11-12,77.0,1.0,,,,'musician',182.0
nelson mandela,10000000.0,male,za,1918-07-18,95.0,0.0,2013-12-05,,,'lawyer',183.0
nelly furtado,20000000.0,female,ca,1978-12-02,44.0,1.0,,,,'musician',157.0
nene leakes,14000000.0,female,us,1967-12-13,55.0,1.0,,,,'actor',178.0
wanessa camargo,20000000.0,female,br,1982-12-28,40.0,1.0,,,,'singer',
nestor carbonell,3000000.0,male,us,1967-12-01,55.0,1.0,,,,'actor',179.0
nev schulman,500000.0,male,us,1984-09-26,38.0,1.0,,,,'actor',
neve campbell,10000000.0,female,ca,1973-10-03,49.0,1.0,,,,'actor',170.00000000000003
neymar,200000000.0,male,br,1992-02-05,31.0,1.0,,,,'football_player',175.0
nia peeples,3000000.0,female,us,1961-12-10,61.0,1.0,,,,'actor',157.0
nia vardalos,10000000.0,female,us,1962-09-24,60.0,1.0,,,,'actor',167.0
niall matter,4000000.0,male,ca,1980-10-20,42.0,1.0,,,,'actor',183.0
nia long,6000000.0,female,us,1970-10-30,52.0,1.0,,,,'actor',157.0
niall horan,70000000.0,male,ie,1993-09-13,29.0,1.0,,,,'singer',171.0
nichelle nichols,8000000.0,female,us,1932-12-28,90.0,1.0,,,,'actor',165.0
nicholas braun,3000000.0,male,us,1988-05-01,35.0,1.0,,,,'actor',196.0
nicholas brendon,3000000.0,male,us,1971-04-12,52.0,1.0,,,,'actor',180.0
nicholas hoult,8000000.0,male,gb,1989-12-07,33.0,1.0,,,,'actor',190.0
nicholas lyndhurst,5000000.0,male,gb,1961-04-20,62.0,1.0,,,,'actor',188.0
nicholas parsons,12000000.0,male,gb,1923-10-10,99.0,1.0,,,,'presenter',
nicholas tse,50000000.0,male,hk,1980-08-29,42.0,1.0,,,,'composer',175.0
nicholas turturro,5000000.0,male,us,1962-01-29,61.0,1.0,,,,'actor',173.0
nick castle,4000000.0,male,us,1947-09-21,75.0,1.0,,,,'screenwriter',
nick cannon,30000000.0,male,us,1980-10-08,42.0,1.0,,,,'comedian',183.0
nick carter,35000000.0,male,us,1980-01-28,43.0,1.0,,,,'actor',183.0
nick cassavetes,40000000.0,male,us,1959-05-21,64.0,1.0,,,,'actor',198.0
nick cave,8000000.0,male,au,1957-09-22,65.0,1.0,,,,'novelist',189.0
nick foles,13000000.0,male,us,1989-01-20,34.0,1.0,,,,'american_football_player',198.0
nick frost,16000000.0,male,gb,1972-03-28,51.0,1.0,,,,'actor',170.00000000000003
nick jonas,50000000.0,male,us,1992-09-16,30.0,1.0,,,,'musician',175.0
nick diaz,3000000.0,male,us,1983-08-02,39.0,1.0,,,,'mixed_martial_artist',183.0
nick kroll,18000000.0,male,us,1978-06-05,45.0,1.0,,,,'screenwriter',179.0
nick grimshaw,2000000.0,male,gb,1984-08-14,38.0,1.0,,,,'presenter',
nick nolte,75000000.0,male,us,1941-02-08,82.0,1.0,,,,'actor',185.0
nick knowles,10000000.0,male,gb,1962-09-21,60.0,1.0,,,,'presenter',
nick lachey,25000000.0,male,us,1973-11-09,49.0,1.0,,,,'singer',175.0
nick robinson,3000000.0,male,us,1995-03-22,28.0,1.0,,,,'actor',183.0
nick sandow,1000000.0,male,,,,,,,,'actor',
nick swardson,5000000.0,male,us,1976-10-09,46.0,1.0,,,,'comedian',175.0
nick thune,200000.0,male,us,1979-12-08,43.0,1.0,,,,'actor',
nick offerman,25000000.0,male,us,1970-06-26,53.0,1.0,,,,'actor',180.0
nick rhodes,60000000.0,male,gb,1962-06-08,61.0,1.0,,,,'record_producer',170.00000000000003
nick zano,3000000.0,male,us,1978-03-08,45.0,1.0,,,,'actor',185.0
nick stahl,500000.0,male,us,1979-12-05,43.0,1.0,,,,'actor',178.0
nicky jam,6000000.0,male,pr,1981-03-17,42.0,1.0,,,,'singer',
nicki minaj,80000000.0,female,us,1982-12-08,40.0,1.0,,,,'singer',157.0
nicky hilton,50000000.0,female,us,1983-10-05,39.0,1.0,,,,'fashion_designer',170.00000000000003
nicola mclean,4000000.0,,,,,,,,,nan,
nico tortorella,2000000.0,male,us,1988-07-30,34.0,1.0,,,,'actor',183.0
nicola peltz,50000000.0,female,us,1995-01-09,28.0,1.0,,,,'actor',166.0
nicola roberts,13000000.0,female,gb,1985-10-05,37.0,1.0,,,,'singer',165.0
nicolas cage,25000000.0,male,us,1964-01-07,59.0,1.0,,,,'actor',183.0
nicolas sarkozy,12000000.0,male,fr,1955-01-28,68.0,1.0,,,,'politician',165.0
nicole aniston,1000000.0,female,us,1987-09-09,35.0,1.0,,,,'pornographic_actor',160.0
nicole ari parker,5000000.0,female,us,1970-10-07,52.0,1.0,,,,'actor',172.0
nicole beharie,3000000.0,female,us,1985-01-03,38.0,1.0,,,,'actor',155.0
nicole eggert,500000.0,female,us,1972-01-13,51.0,1.0,,,,'actor',160.0
nicole kidman,250000000.0,female,au,1967-06-20,56.0,1.0,,,,'singer',180.0
nicole scherzinger,14000000.0,female,us,1978-06-29,45.0,1.0,,,,'singer',165.0
nicole trunfio,10000000.0,female,au,1986-03-16,37.0,1.0,,,,'model',178.0
nicollette sheridan,25000000.0,female,gb,1963-11-21,59.0,1.0,,,,'actor',171.0
