name,subcategory,height,category
Laura Bertram,tv,165.0,actress
Laura Birn,movie,168.0,actress
Laura Allen,tv,164.0,actress
Laura Allen,tv,164.0,actress
Laura Carmichael,tv,169.0,actress
Laura Berlin,tv,174.0,actress
Laura Carmine,soap,160.0,actress
Laura Carter,tv,168.0,actress
Laura Fraser,tv,155.0,actress
Laura Haddock,,170.0,movies
Laura Gomez,tv,,actress
Laura Dreyfuss,stage,168.0,actress
Laura Cerón,tv,,actress
Laura Hamilton,tv,,show
Laura Harring,movie,165.0,actress
Laura Donnelly,tv,160.0,actress
Laura Dern,movie,178.0,actress
Laura Ingraham,radio,166.0,host
Laura Harris,movie,169.0,actress
Laura Innes,tv,163.0,actress
Laura Leighton,tv,157.0,actress
Laura Linney,movie,169.0,actress
Laura Mennell,movie,,actress
Laura Harrier,movie,,actress
Laura Main,tv,157.0,actress
Laura Norton,soap,165.0,actress
Laura Marano,tv,155.0,actress
Laura Mvula,soul,,singer
Laura Michelle Kelly,stage,164.0,actress
Laura Ramsey,movie,160.0,actress
Laura Kightlinger,,,screenwriter
Laura Prepon,tv,153.0,actress
Laura Robson,,178.0,tennis
Laura San Giacomo,tv,157.0,actress
Laura Rutledge,,,sportscaster
Larry the Cable Guy,movie,178.0,actor
Laura Tobin,tv,162.0,show
Laura Spencer,tv,157.0,actress
Laura Vandervoort,movie,,actress
Laura Whitmore,tv,169.0,show
Laura Wright,soap,168.0,actress
Laura Wright,soap,168.0,actress
Lauralee Bell,soap,,actress
Lauren Ash,tv,170.0,actress
Lauren Ambrose,tv,165.0,actress
Laurel Holloman,tv,166.0,actress
Lauren Bacall,movie,171.0,actress
Lauren Bennett,pop,164.0,singer
Lauren Boebert,,,politician
Lauren Bowles,tv,164.0,actress
Lauren C. Mayhew,tv,,actress
Lauren Drummond,tv,165.0,actress
Lauren Conrad,reality,163.0,star
Lauren Collins,tv,,actress
Lauren Goodger,reality,,star
Lauren German,movie,168.0,actress
Lauren Giraldo,instagram,,star
Lauren Hammersley,tv,174.0,actress
Lauren Hutton,,183.0,model
Lauren Graham,tv,174.0,actress
Lauren Graham,tv,174.0,actress
Lauren Holly,tv,160.0,actress
Lauren Koslow,soap,169.0,actress
Lauren Jauregui,pop,163.0,singer
Lauren Gottlieb,,,dancer
Lauren Lee Smith,tv,175.0,actress
Lauren LaVera,movie,,actress
Lauren Cohan,tv,170.0,actress
Lauren Lapkus,tv,178.0,actress
Lauren Lyle,tv,160.0,actress
Lauren Laverne,radio,178.0,host
Lauren Mayberry,pop,152.0,singer
Lauren McQueen,tv,160.0,actress
Lauren McCrostie,movie,164.0,actress
Lauren McKnight,tv,,actress
Lauren Ridloff,tv,157.0,actress
Lauren Pope,reality,198.0,star
Lauren Miller,movie,,actress
Lauren Alaina,country,166.0,singer
Lauren Riihimaki,youtube,163.0,star
Lauren Socha,tv,173.0,actress
Lauren Taylor,tv,157.0,actress
Lauren Storm,tv,188.0,actress
Lauren Stamile,tv,179.0,actress
Lauren Tom,voice,,actress
Lauren Velez,tv,,actress
Lauren Velez,tv,,actress
Lauren Zima,tv,,show
Laurence Fishburne,movie,183.0,actor
Lauren Southern,,168.0,activist
Laurence Fox,tv,191.0,actor
Laurence Harvey,movie,184.0,actor
Lauren Cimorelli,pop,169.0,singer
Laurie Brett,tv,174.0,actress
Laurie Fortier,movie,169.0,actress
Laurie Hernandez,,163.0,gymnast
Laurence Lau,soap,178.0,actor
Laurence Luckinbill,movie,183.0,actor
Laurie Holden,tv,168.0,actress
Lauri Hendler,tv,,actress
Lauryn Hill,r&b,165.0,singer
Laverne Cox,tv,180.0,actress
Lavanya Tripathi,movie,,actress
Lawrence Dallaglio,,,rugby
Lawrence Makoare,movie,190.0,actor
Lawrence Gilliard Jr.,tv,,actor
Lawrence Gilliard Jr.,tv,,actor
Laurie Metcalf,tv,165.0,actress
Lawrence Tierney,movie,183.0,actor
Lawrence Taylor,,189.0,football
Laya DeLeon Hayes,tv,,actress
Lauren London,tv,161.0,actress
Layne Staley,rock,168.0,singer
Laysla de Oliveira,tv,,actress
Laz Alonso,movie,180.0,actor
Lea DeLaria,,154.0,comedian
Lea Salonga,stage,157.0,actress
Lea Seydoux,movie,,actress
Lea Michele,tv,157.0,actress
Lea Thompson,movie,160.0,actress
Leah Cairns,tv,164.0,actress
Leah Bracknell,soap,160.0,actress
Leah Gibson,tv,168.0,actress
Leah LaBelle,pop,,singer
Leah Pipes,tv,201.0,actress
Leah Remini,tv,160.0,actress
Leanne Best,tv,,actress
Leanne Wilson,tv,157.0,actress
Lee Arenberg,tv,162.0,actor
Leah Hackett,tv,162.0,actress
LeBron James,,202.0,basketball
Leah Lewis,tv,165.0,actress
Lecy Goranson,tv,,actress
Lee Brennan,pop,163.0,singer
LeAnn Rimes,country,165.0,singer
Lee Byung-hun,movie,,actor
Lee Dong-wook,tv,,actor
Lee Evans,movie,175.0,actor
Lee Gi-kwang,pop,,singer
Lee Hong-bin,,,rapper
Lee Grant,movie,163.0,actress
Lee Grant,movie,163.0,actress
Lee Ingleby,tv,175.0,actor
Lee Horsley,tv,188.0,actor
Lee J. Cobb,movie,180.0,actor
Lee Jin-wook,tv,,actor
Lee Jong-hyun,,,guitarist
Lee Jong-suk,tv,,actor
Lee Joon-gi,tv,,actor
Lee Marvin,movie,185.0,actor
Lee Majors,tv,180.0,actor
Lee Min-ho,tv,,actor
Lee Meriwether,tv,173.0,actress
Lee Norris,tv,175.0,actor
Lee Seung-gi,pop,,singer
Lee Priest,,169.0,bodybuilder
Lee Soo-hyuk,,,model
Lee Remick,movie,170.0,actress
Lee Rodriguez,tv,174.0,actress
Lee Tae‑hwan,tv,,actor
Lee Tae-min,pop,,singer
Lee Van Cleef,movie,188.0,actor
Lee Thompson Young,tv,,actor
Lee Pace,tv,193.0,actor
Lee Tergesen,tv,179.0,actor
Lee Soo-geun,,,comedian
Lee Wan,tv,,actor
Leeanna Walsman,movie,168.0,actress
Leeann Tweeden,,168.0,model
Leelee Sobieski,movie,,actress
Leelee Sobieski,movie,,actress
Leena Jumani,tv,,actress
LeeAnne Locken,reality,168.0,star
Leif Garrett,tv,183.0,actor
Leigh Gill,tv,,actor
Leif Erickson,movie,192.0,actor
Leigh Francis,,,comedian
Leigh Taylor-Young,soap,,actress
Leigh Whannell,movie,169.0,actor
Leigh-Allyn Baker,tv,,actress
Leila Arcieri,,160.0,model
Leighton Meester,tv,164.0,actress
Leila George,tv,173.0,actress
Leisha Hailey,tv,165.0,actress
lena.daviss,tiktok,,star
Lela Loren,tv,162.0,actress
Lekha Washington,movie,,actress
Lela Rochon,movie,,actress
Leland Orser,movie,172.0,actor
Lele Pons,youtube,168.0,star
Lemar,r&b,183.0,singer
Lemmy Kilmister,rock,,singer
Len Goodman,tv,184.0,show
Lena Hall,rock,170.0,singer
Lena Headey,tv,165.0,actress
Lena Horne,world,180.0,music
Lena Olin,movie,176.0,actress
Lena Meyer-Landrut,pop,168.0,singer
Lena Yada,,160.0,wrestler
Lee Kwang-soo,tv,,actor
Lena Waithe,,171.0,movies
Lennard Pearce,tv,,actor
Lennie James,movie,175.0,actor
Lennox Lewis,,195.0,boxer
Lee Mack,,182.0,comedian
Lennon Parham,tv,170.0,actress
Lenny Clarke,tv,188.0,actor
Lena Dunham,tv,161.0,actress
Lenny Kravitz,funk,174.0,singer
Leo Gordon,movie,188.0,actor
Lenny Montana,movie,,actor
Lenora Crichlow,tv,167.0,actress
Leo Gorcey,movie,,actor
Leo Howard,tv,,actor
Leo Suter,tv,180.0,actor
Lenny Henry,,188.0,comedian
Leo Sayer,pop,161.0,singer
Leo Woodall,tv,182.0,actor
Leon Bridges,soul,179.0,singer
Leon Robinson,movie,,actor
Leon Rippy,movie,185.0,actor
Leon Jackson,pop,169.0,singer
Leon Thomas III,tv,,actor
Leonard Cohen,folk,173.0,singer
Leona Lewis,pop,170.0,singer
Leonard Nimoy,tv,183.0,actor
Leonard Roberts,tv,185.0,actor
Leonardo DiCaprio,movie,181.0,actor
Leonie Elliott,tv,,actress
Leonardo Nam,movie,175.0,actor
Leonor Varela,movie,169.0,actress
Les Dawson,,163.0,comedian
Les Dennis,,175.0,comedian
Les Dennis,,175.0,comedian
Lesley Ann Warren,tv,171.0,actress
Leonor Watling,movie,167.0,actress
Lesley Sharp,tv,163.0,actress
Lesley Dunlop,movie,157.0,actress
Lesley Manville,movie,157.0,actress
Lesley Joseph,tv,156.0,actress
Leslie Ash,tv,166.0,actress
Leslie Browne,movie,,actress
Lesli Kay,soap,165.0,actress
Leslie Bibb,movie,174.0,actress
Leslie Caron,movie,157.0,actress
Leslie Grantham,soap,183.0,actor
Leslie Easterbrook,tv,173.0,actress
Leslie Grace,pop,168.0,singer
Leslie Grossman,tv,165.0,actress
Leslie Hope,tv,171.0,actress
Leslie Howard,movie,150.0,actor
Leslie Jones,,183.0,comedian
Leslie Nielsen,movie,185.0,actor
Leslie Odom Jr.,stage,171.0,actor
Leslie Silva,tv,,actress
Leslie Phillips,movie,180.0,actor
Leslie Jordan,tv,150.0,actor
Leslie Stefanson,movie,,actress
Lethal Bizzle,,,rapper
Lester Piggott,horse,,jockey
Leslie Tripathy,movie,,actress
Letitia Dean,soap,157.0,actress
Letitia Wright,movie,165.0,actress
Levi Miller,movie,,actor
Lew Ayres,movie,177.0,actor
Leven Rambin,tv,169.0,actress
Lewis Pullman,movie,157.0,actor
Lewis Capaldi,pop,175.0,singer
Lewis Collins,tv,179.0,actor
Lew Temple,movie,172.0,actor
Lewis Tan,tv,,actor
LeVar Burton,tv,,actor
Lex Luger,,,wrestler
Lex Barker,movie,193.0,actor
Lexi Ainsworth,tv,154.0,actress
Lexa Doig,tv,,actress
Lexi Atkins,movie,170.0,actress
Lexi Thompson,,,golf
Lexie Stevenson,tv,,actress
Lexy Panterra,r&b,171.0,singer
Lia Marie Johnson,movie,164.0,actress
Liam Cunningham,tv,182.0,actor
Liam Aiken,movie,175.0,actor
Liam Hemsworth,movie,160.0,actor
Liam Gallagher,rock,178.0,singer
Lia McHugh,movie,155.0,actress
Liam McIntyre,tv,185.0,actor
Liam Neeson,movie,193.0,actor
Liam Payne,pop,166.0,singer
Liam Waite,tv,189.0,actor
Li Jun Li,tv,,actress
Liana Liberato,movie,170.0,actress
Leslie Mann,movie,165.0,actress
LiAngelo Ball,,,basketball
Lianne La Havas,folk,,singer
LightSkinMonte,instagram,,star
Liana Ramirez,tv,159.0,actress
Liannet Borrego,tv,163.0,actress
Libby Tanner,tv,159.0,actress
Libe Barer,tv,,actress
Liberace,,,pianist
Liane Balaban,movie,168.0,actress
Liev Schreiber,movie,189.0,actor
Lil Baby,,,rapper
Lil Fizz,,,rapper
Lil Dicky,,,rapper
Leslie Uggams,tv,166.0,show
Levy Tran,movie,165.0,actress
Lewis Hamilton,race,171.0,car
Leslie Parrish,movie,,actress
Lil Flip,,,rapper
Lil Kim,,,rapper
Lil Jon,,168.0,rapper
Lil Nas X,,187.0,songs
Lil Pump,,,rapper
Lil Mama,,156.0,rapper
Lil Yachty,,180.0,rapper
Lil Uzi Vert,,,rapper
Lilah Parsons,tv,,show
Lil Wayne,,,rapper
Lili Bordan,movie,,actress
Lili Reinhart,tv,166.0,actress
Lili Simmons,tv,170.0,actress
Lili Taylor,tv,157.0,actress
Liliana Mumy,movie,,actress
Lillian Adams,movie,,actress
Lillian Gish,movie,159.0,actress
Lilan Bowden,tv,169.0,actress
Lillian Roth,movie,,actress
Lillo Brancato Jr.,movie,,actor
Lilly Van Der Meer,tv,,actress
Lilly Singh,youtube,164.0,star
Lily Aldridge,,173.0,model
Lilly Melgar,tv,157.0,actress
Lily Allen,pop,157.0,singer
Lily Cole,movie,179.0,actress
Lily Chee,,,model
Lily Brooks O'Briant,tv,163.0,actress
Lily James,tv,170.0,actress
Lily Collins,movie,163.0,actress
Lily Gao,tv,,actress
Lily Loveless,tv,168.0,actress
Lily Rabe,movie,,actress
Lily Sullivan,tv,170.0,actress
Lim Ju-hwan,tv,,actor
Lily Tomlin,tv,166.0,actress
Limahl,pop,165.0,singer
Lilyan Tashman,movie,,actress
Lin Gengxin,tv,,actor
Lin Shaye,movie,159.0,actress
Lin-Manuel Miranda,stage,,actor
Lily Travers,tv,,actress
Lina Esco,movie,170.0,actress
Linda Cardellini,tv,160.0,actress
Linda Darnell,movie,164.0,actress
Linda Evangelista,,175.0,model
Linda Evans,tv,170.0,actress
Lil Peep,,156.0,rapper
Linda Fiorentino,movie,170.0,actress
Linda Gray,tv,171.0,actress
Linda Gray,tv,171.0,actress
Linda Barker,reality,170.0,star
Linda Blair,movie,157.0,actress
Linda Harrison,movie,168.0,actress
Linda Hamilton,movie,165.0,actress
Linda Henry,soap,170.0,actress
Linda Lusardi,soap,163.0,actress
Linda Kozlowski,movie,,actress
Linda Park,tv,,actress
Linda Lavin,tv,160.0,actress
Linda Manz,movie,,actress
Linda Hunt,movie,176.0,actress
Linda Purl,tv,,actress
Linda Phan,reality,,star
Linda Thorson,tv,173.0,actress
Linda Robson,tv,161.0,actress
Linda Ronstadt,rock,157.0,singer
Linden Ashby,movie,180.0,actor
Lindsay Armaou,pop,165.0,singer
Lindsay Crouse,tv,166.0,actress
Lindsay Burdge,movie,163.0,actress
Lindsay Duncan,tv,168.0,actress
Lindsay Bloom,tv,,actress
Lindsay Ellis,youtube,,star
Lindsay Ellingson,,179.0,model
Lindsay Felton,tv,163.0,actress
Lindsay Frost,soap,178.0,actress
Lindsay Kay Hayward,movie,204.0,actress
Lindsay Lohan,movie,164.0,actress
Lindsay Pearce,pop,178.0,singer
Lindsay Sloane,tv,,actress
Lindsay Price,tv,168.0,actress
Lindsay Wagner,tv,175.0,actress
Lindsey Coulson,tv,156.0,actress
Lindsay Hartley,soap,159.0,actress
Lindsey Gort,tv,,actress
Lindsey Kraft,tv,171.0,actress
Lindsey Morgan,tv,165.0,actress
Lindsey Broad,tv,,actress
Lindsey Vonn,,177.0,skier
Lindsey McKeon,tv,163.0,actress
Lindsey Shaw,tv,170.0,actress
Lindsey Haun,tv,,actress
Lindsey Stirling,,174.0,violinist
Lindy Booth,tv,,actress
Lindsey Pelas,instagram,155.0,star
Linnea Berthelsen,tv,,actress
Linus Sebastian,youtube,,star
Lionel Barrymore,movie,173.0,actor
Linus Roache,movie,175.0,actor
Linnea Quigley,movie,157.0,actress
Linsey Godfrey,soap,164.0,actress
Lio Tipton,,177.0,model
Lisa Ann Walter,movie,,actress
Lionel Messi,,169.0,soccer
Lionel Stander,movie,182.0,actor
Lionel Richie,r&b,180.0,singer
Lisa Ann,born,156.0,1972
Lisa Banes,tv,,actress
Lisa Arturo,movie,,actress
Lisa Blount,tv,163.0,actress
Lisa Bonet,tv,157.0,actress
Lindsay Pulsipher,tv,158.0,actress
Linzey Cocker,movie,160.0,actress
Lisa Berry,tv,175.0,actress
Lisa Cimorelli,pop,167.0,singer
Lisa Edelstein,tv,168.0,actress
Lisa Foiles,tv,,actress
Lisa Geoghan,tv,170.0,actress
Lisa Eilbacher,tv,,actress
Lisa Gay Hamilton,tv,,actress
Lisa Emery,tv,164.0,actress
Lisa Faulkner,tv,166.0,show
Lisa Darr,tv,173.0,actress
Lisa Chappell,tv,173.0,actress
Lisa Gormley,tv,166.0,actress
Lisa Marie Presley,pop,160.0,singer
Lisa Marie Presley,pop,160.0,singer
Lisa Howard,tv,161.0,actress
Lisa Howard,tv,161.0,actress
Lisa Guerrero,,170.0,journalist
Lisa Kudrow,tv,173.0,actress
Lisa Lampanelli,,174.0,comedian
Lino Ventura,movie,171.0,actor
Lisa Leslie,,194.0,basketball
Lisa Loeb,pop,159.0,singer
Lisa Locicero,soap,,actress
Lisa Haydon,,173.0,model
Lisa Marie Varon,,170.0,wrestler
Lisa Maxwell,tv,156.0,actress
Lisa Maxwell,tv,156.0,actress
Lisa McCune,tv,168.0,actress
Lisa McGrillis,tv,,actress
Lisa Nicole Carson,tv,163.0,actress
Lisa Ray,,,model
Lisa Riley,soap,164.0,actress
Lisa Rinna,soap,168.0,actress
Lisa Sheridan,tv,165.0,actress
Lisa Stansfield,r&b,173.0,singer
Lisa Ryder,tv,174.0,actress
Lisa Robin Kelly,tv,,actress
Lisa Vanderpump,reality,165.0,star
Lisa Snowdon,,177.0,model
Lisa Vicari,tv,175.0,actress
Lisa Whelchel,tv,160.0,actress
Lisa Vidal,tv,159.0,actress
LisaRaye McCoy,movie,,actress
LisaRaye McCoy,movie,,actress
Lisseth Chavez,tv,157.0,actress
Lisa Wilcox,movie,165.0,actress
Little Simz,,171.0,rapper
Lita Ford,,165.0,guitarist
Liv Hewson,,185.0,movies
Liv Tyler,movie,177.0,actress
Little Boots,pop,152.0,singer
Liya Kebede,,177.0,model
Liz Cambage,,203.0,basketball
Liz Fraser,movie,166.0,actress
Liz Hernandez,tv,,show
Liv Ullmann,movie,168.0,actress
Liz McClarnon,pop,170.0,singer
Liz White,tv,170.0,actress
Liz Truss,,,politician
Liz Phair,pop,152.0,singer
Liza Minnelli,movie,163.0,actress
Liza Koshy,youtube,154.0,star
Liz Vassey,soap,174.0,actress
Lizzo,pop,175.0,singer
Liza Goddard,tv,168.0,actress
Liza Snyder,tv,,actress
Liza Lapira,tv,155.0,actress
Liza Weil,tv,157.0,actress
Lizzie Cundy,tv,,show
Lizzy Caplan,movie,163.0,actress
Lizzy Greene,tv,161.0,actress
Lloyd Banks,,185.0,rapper
LL Cool J,,,rapper
Lizabeth Scott,movie,166.0,actress
Lloyd Bridges,movie,182.0,actor
Lloyd Owen,tv,,actor
Lo Bosworth,reality,161.0,star
Lizzie Brochere,tv,,actress
Lochlyn Munro,movie,178.0,actor
Logan Henderson,pop,164.0,singer
Logan Browning,movie,156.0,actress
Logan Paul,youtube,187.0,star
Logan Paul,youtube,187.0,star
Logan Miller,tv,168.0,actor
Logan Lerman,movie,171.0,actor
Logic,,,rapper
Lois Chiles,tv,171.0,actress
Lois Hamilton,,,model
Lois Maxwell,tv,173.0,actress
Lois Nettleton,soap,,actress
Lleyton Hewitt,,176.0,tennis
Lola Albright,movie,165.0,actress
Lois Smith,stage,,actress
Lola Glaudini,tv,170.0,actress
Lola Kirke,tv,,actress
Lorde,pop,165.0,singer
Lokesh Maran,tiktok,,star
Lolita Davidovich,movie,168.0,actress
Lola Falana,r&b,165.0,singer
Lon Chaney Sr.,movie,,actor
Lolo Jones,,173.0,runner
Lolly Adefope,,163.0,comedian
London Hughes,,185.0,comedian
Lonzo Ball,,195.0,basketball
Lonette McKee,jazz,,singer
Loren Gray,pop,174.0,singer
Loni Anderson,tv,168.0,actress
Lorena Gale,movie,151.0,actress
Lorene Scafaria,,157.0,screenwriter
Lorenzo Lamas,tv,185.0,actor
Lorenza Izzo,movie,170.0,actress
Lorenzo James Henrie,tv,185.0,actor
Loretta Swit,tv,190.0,actress
Loretta Lynn,country,155.0,singer
Loretta Devine,movie,,actress
Lori Beth Denberg,tv,,actress
Loretta Young,movie,166.0,actress
Lori Loughlin,tv,164.0,actress
Lori Heuring,movie,,actress
Lori Saunders,tv,,actress
Lori Petty,movie,174.0,actress
Lorna Luft,stage,,actress
Lorna Patterson,movie,157.0,actress
Lori Singer,movie,,actress
Lorne Greene,tv,183.0,actor
Lorraine Bracco,tv,170.0,actress
Lorraine Kelly,tv,163.0,show
Lorraine Nicholson,movie,,actress
Lorna Fitzgerald,tv,160.0,actress
Lorri Bagley,,178.0,model
Lorraine Pascale,,178.0,chef
Lotte Verbeek,movie,165.0,actress
Lottie Moss,,,model
Loren Dean,movie,180.0,actor
Lou Ferrigno,movie,193.0,actor
Lon Chaney Jr.,movie,,actor
Lou Rawls,r&b,178.0,singer
Lou Llobell,tv,157.0,actress
Lou Reed,rock,173.0,singer
Lou Costello,,,comedian
Lou Taylor Pucci,movie,,actor
Louis Armstrong,,167.0,trumpet
Louis Garrel,movie,182.0,actor
Louis Calhern,movie,187.0,actor
Louis Jourdan,movie,180.0,actor
Louis Theroux,,189.0,director
Louis Ferreira,tv,172.0,actor
Louis Mandylor,movie,171.0,actor
Louis Gossett Jr.,movie,,actor
Louis Hunter,tv,,actor
Louisa Johnson,pop,166.0,singer
Louis Tomlinson,pop,172.0,singer
Louise Brealey,tv,161.0,actress
Louisa Krause,movie,164.0,actress
Louisa Lytton,tv,154.0,actress
Louise Beavers,movie,,actress
Louise Brooks,movie,157.0,actress
Louise Brooks,movie,157.0,actress
Lou Diamond Phillips,movie,170.0,actor
Louise Fletcher,movie,178.0,actress
Louise Lombard,tv,,actress
Louise Dresser,movie,,actress
Louise Lasser,tv,166.0,actress
Louise Marwood,soap,,actress
Louise Jameson,tv,168.0,actress
Louise Minchin,tv,172.0,show
Louise Roe,tv,,show
Lourdes Benedicto,tv,164.0,actress
Louise Thompson,reality,,star
Lovie Simone,tv,157.0,actress
Luana Patten,movie,,actress
Luca Argentero,movie,183.0,actor
Lucas Black,movie,174.0,actor
Lucas Bryant,tv,184.0,actor
Lucas Bravo,tv,185.0,actor
Lucas Lynggaard Tønnesen,tv,182.0,actor
Lucas Hedges,movie,180.0,actor
Lucas Jade Zumann,movie,,actor
Lucas Grabeel,movie,,actor
Lucas Neff,tv,179.0,actor
Lucas Till,tv,176.0,actor
Lucero,world,168.0,music
Lucian Msamati,tv,165.0,actor
Luciana Carro,tv,159.0,actress
Lucie Silvas,pop,155.0,singer
Lucie Arnaz,movie,174.0,actress
Luciane Buchanan,tv,156.0,actress
Lucien Laviscount,tv,175.0,actor
Lucille Bremer,movie,,actress
Lucinda Dryzek,tv,165.0,actress
Lucille Ball,tv,170.0,actress
Lucky Ali,pop,,singer
Lucky Blue Smith,,,model
Lucky McKee,,196.0,director
Lucy Boynton,,165.0,movies
Lucy Beaumont,,155.0,comedian
Lucy Beaumont,,155.0,comedian
Lucy Devito,movie,,actress
Lucy Collett,,,model
Lucy Fallon,soap,155.0,actress
Lucy Fry,tv,173.0,actress
Lucy Davis,movie,157.0,actress
Lucy Hale,tv,155.0,actress
Lucy Griffiths,tv,168.0,actress
Lucy Griffiths,tv,168.0,actress
Lucy Liu,movie,156.0,actress
Lucy Brown,tv,,actress
Lucy Lawless,tv,176.0,actress
Lucy Loken,tv,163.0,actress
Lucy Dixon,soap,,actress
Lucy Mecklenburgh,reality,,star
Lucy Pinder,,184.0,model
Lucy Pargeter,soap,169.0,actress
Lucy Porter,,163.0,comedian
Lucy Rose,folk,155.0,singer
Lucy Walters,tv,,actress
Lucy Speed,soap,180.0,actress
Lucy Verasamy,,,meteorologist
Lucy Spraggan,pop,,singer
Lucy Watson,reality,,star
Ludacris,,173.0,rapper
Luka Doncic,,,basketball
Ludivine Sagnier,movie,160.0,actress
Ludmilla Oliveira da Silva,pop,,singer
Luis Fonsi,pop,170.0,singer
Luis Guzmán,movie,,actor
Luis Guzmán,movie,,actor
Luise Rainer,movie,161.0,actress
Luis Suárez,,,soccer
Ludi Lin,movie,175.0,actor
Luisa Zissman,,160.0,entrepreneur
Lukas Haas,movie,180.0,actor
Luke Arnold,tv,173.0,actor
Luka Modric,,,soccer
Lukas Gage,tv,175.0,actor
Luke Baines,movie,179.0,actor
Luke Benward,movie,188.0,actor
Luke Bracey,movie,180.0,actor
Lucy Benjamin,tv,152.0,actress
Luke Combs,country,,singer
Luke Bryan,country,187.0,singer
Luke Eisner,movie,188.0,actor
Luke Cook,tv,196.0,actor
Lucy Punch,movie,175.0,actress
Luke Grimes,tv,181.0,actor
Luke Hemmings,pop,191.0,singer
Luke Hemsworth,tv,160.0,actor
Luke Kleintank,tv,183.0,actor
Luke Goss,movie,183.0,actor
Luke Mitchell,tv,185.0,actor
Luke Treadaway,movie,175.0,actor
Luke Pasqualino,tv,184.0,actor
Luke MacFarlane,tv,,actor
Luke Perry,tv,181.0,actor
Lulu99,youtube,,star
Luke Pritchard,rock,174.0,singer
Luke Wilson,movie,181.0,actor
Luke Youngblood,tv,160.0,actor
Lulu Wilson,movie,152.0,actress
Luma Grothe,,,model
Lulu Antariksa,tv,,actress
Luther Vandross,r&b,188.0,singer
Luv Sinha,movie,,actor
Lupe Ontiveros,movie,,actress
Lydia Bright,reality,,star
Lydia Cornell,tv,,actress
Lydia Hearst,,168.0,model
Lupita Nyong'o,movie,162.0,actress
Lydia McLaughlin,reality,,star
Lydia Wilson,tv,164.0,actress
Lydia West,tv,,actress
Lyfe Jennings,r&b,,singer
Luke Ford,movie,189.0,actor
Luke Ford,movie,189.0,actor
Lyle Waggoner,tv,192.0,actor
Lynda Bellingham,tv,163.0,show
Lyliana Wray,tv,157.0,actress
Lynda Boyd,tv,168.0,actress
Lynda Carter,tv,177.0,actress
Lyndie Greenwood,tv,166.0,actress
Lyndon Smith,tv,161.0,actress
Lyle Lovett,country,180.0,singer
Lyndsy Fonseca,tv,163.0,actress
Lyndon B. Johnson,us,,president
Lyne Renee,movie,,actress
Lynn Bari,movie,168.0,actress
Lynn Cohen,movie,,actress
Lynn Carlin,movie,,actress
Lynn Collins,movie,169.0,actress
Lynda Day George,tv,173.0,actress
Lynn Redgrave,movie,178.0,actress
Luke Evans,movie,183.0,actor
Lynn-Holly Johnson,movie,,actress
Lynn Whitfield,movie,160.0,actress
Luna Blaise,tv,165.0,actress
Lynne Frederick,movie,159.0,actress
Lynne McGranger,soap,170.0,actress
Lynne Thigpen,tv,,actress
Lynsey de Paul,pop,,singer
Lyriq Bent,movie,,actor
Lyrica Okano,tv,156.0,actress
Lzzy Hale,rock,,singer
Lysette Anthony,movie,166.0,actress
M. Night Shyamalan,,178.0,movies
Mabel McVey,r&b,,singer
Mabel Normand,movie,,actress
Mac DeMarco,rock,176.0,singer
Mac Miller,,168.0,rapper
Luke Kirby,tv,185.0,actor
Maciej Musial,tv,175.0,actor
Macarena García Romero,tv,,actress
Macaulay Culkin,movie,168.0,actor
Mackenzie Astin,tv,,actor
Machine Gun Kelly,,,movies
Mackenzie Crook,movie,175.0,actor
Mackenzie Foy,movie,157.0,actress
Mackenzie Lintz,tv,173.0,actress
Mackenzie Graham,movie,,actress
Mackenzie Mauzy,tv,,actress
Mackenzie Davis,,,dancer
Mackenzie Porter,country,,singer
Mackenzie Rosman,tv,152.0,actress
Macklemore,,179.0,rapper
Macy Gray,soul,180.0,singer
Maddie Corman,movie,,actress
Maddie Phillips,tv,,actress
Madchild,,,rapper
Maddie Hasson,tv,166.0,actress
Maddie Ziegler,,165.0,dancer
Maddison Jaizani,tv,168.0,actress
Maddy Curley,movie,160.0,actress
Maddy Hill,tv,160.0,actress
Madeleine Mantock,tv,174.0,actress
Madelaine Petsch,tv,170.0,actress
Madeleine Madden,tv,168.0,actress
Madeleine Martin,stage,155.0,actress
Madeleine Stowe,movie,185.0,actress
Madchen Amick,tv,,actress
Madeline Brewer,tv,157.0,actress
Madeleine Arthur,,163.0,movies
Madeline Zima,tv,173.0,actress
Madeline Kahn,movie,,actress
Madeline Carroll,movie,157.0,actress
Madeline Smith,movie,166.0,actress
Madeleine West,tv,166.0,actress
Madeline Duggan,soap,157.0,actress
Madelyn Cline,tv,168.0,actress
Madelyn Deutch,movie,,actress
Maddie Marlow,country,,singer
Madhulika Krishnan,tv,,actress
Madhu Shalini,movie,,actress
Mackenzie Phillips,movie,170.0,actress
Madhubala,movie,,actress
Madhurima Tuli,tv,,actress
Madhuurima Banerjee,movie,,actress
Madisen Beaty,movie,,actress
Madison Beer,pop,163.0,singer
Madison Hu,tv,157.0,actress
Madhura Naik,tv,,actress
Madison Bailey,tv,171.0,actress
Madison Davenport,movie,157.0,actress
Madhuri Dixit,movie,,actress
Madison Ivy,born,150.0,1989
Madonna,pop,163.0,singer
Madison Lintz,movie,173.0,actress
Madison Keys,,175.0,tennis
Madison Pettis,movie,169.0,actress
Madison Thompson,instagram,,star
Madison Rayne,,,wrestler
